No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1762818541.113718,0,1,0.0,0.0781,0.0059,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,4.91,1.97,2.95,None,0.00027823448181152344,21.334,True,None,sfc_cache_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,1.0,0.0833,0.04,0.0725,2095.5687973997833,10.0,2105.5687973997833
0,1762818541.114964,0.0,1,0.0,0.0781,0.0059,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,6.98,2.65,4.33,None,0.00027823448181152344,23.37,True,None,sfc_unique_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,1.0,0.0833,0.04,0.0725,2095.5687973997833,10.0,2105.5687973997833
0,1762818541.1660058,0.1,2,0.0,0.1352,0.0118,0.0249,0.0,13.5243,2.4947,0.0,0.0,0.0,5.5,1.97,3.53,None,0.07769656181335449,20.172,True,None,sfc_cache_p2_1,0,None,0,8.33,33.0,5,4,0,0,0,False,100.0,0.0,13.4175,8.25,1.0,0.0833,0.0385,0.0725,2110.0,20.0,2130.0
0,1762818541.166449,0.1,2,0.0,0.1352,0.0118,0.0249,0.0,13.5243,2.4947,0.0,0.0,0.0,8.16,2.65,5.51,None,0.07769656181335449,23.401,True,None,sfc_unique_p2_1,0,None,0,8.33,33.0,5,4,0,0,0,False,100.0,0.0,13.4175,8.25,1.0,0.0833,0.0385,0.0725,2110.0,20.0,2130.0
0,1762818541.2204757,0.1,3,0.025,0.1395,0.0205,0.0499,2.6999,13.9452,4.9894,0.0,0.0,0.0,5.16,2.15,3.01,None,0.12906742095947266,20.098,True,None,sfc_cache_p3_1,0,None,0,12.66,33.0,8,6,0,0,0,False,100.0,4.166666666666667,9.223333333333334,11.0,0.0667,0.0833,0.0639,0.0725,2124.5101377495744,30.0,2154.5101377495744
0,1762818541.22195,0.1,3,0.025,0.1395,0.0205,0.0499,2.6999,13.9452,4.9894,0.0,0.0,0.0,7.69,3.23,4.46,None,0.12906742095947266,23.436,True,None,sfc_unique_p3_1,0,None,0,12.66,33.0,8,6,0,0,0,False,100.0,4.166666666666667,9.223333333333334,11.0,0.0667,0.0833,0.0639,0.0725,2124.5101377495744,30.0,2154.5101377495744
0,1762818541.274076,0.2,4,0.0462,0.1395,0.0295,0.0499,5.1482,13.9452,4.9894,0.0,0.0,0.0,5.19,2.25,2.95,None,0.18494343757629395,20.067,True,None,sfc_cache_p4_1,0,None,4,16.99,66.0,12,8,0,0,0,False,100.0,5.95875,6.9175,8.25,0.0625,0.0833,0.0616,0.0725,2139.802275189599,40.0,2179.802275189599
0,1762818541.274809,0.2,4,0.0462,0.1395,0.0295,0.0499,5.1482,13.9452,4.9894,0.0,0.0,0.0,7.56,3.23,4.33,None,0.18494343757629395,23.077,True,None,sfc_unique_p4_1,0,None,4,16.99,66.0,12,8,0,0,0,False,100.0,5.95875,6.9175,8.25,0.0625,0.0833,0.0616,0.0725,2139.802275189599,40.0,2179.802275189599
0,1762818541.3259587,0.2,5,0.0665,0.1395,0.0386,0.0499,7.5964,13.9452,4.9894,0.0,0.0,0.0,5.31,2.25,3.06,None,0.23706555366516113,19.707,True,None,sfc_cache_p5_1,0,None,8,21.32,99.0,16,10,0,0,0,False,100.0,7.034000000000001,5.534000000000001,6.6,0.0588,0.0833,0.0595,0.0725,2163.4863024299643,50.0,2213.4863024299643
0,1762818541.3266413,0.2,5,0.0665,0.1395,0.0386,0.0499,7.5964,13.9452,4.9894,0.0,0.0,0.0,7.79,3.23,4.56,None,0.23706555366516113,22.952,True,None,sfc_unique_p5_1,0,None,8,21.32,99.0,16,10,0,0,0,False,100.0,7.034000000000001,5.534000000000001,6.6,0.0588,0.0833,0.0595,0.0725,2163.4863024299643,50.0,2213.4863024299643
0,1762818541.3788826,0.3,6,0.0833,0.1478,0.0543,0.0499,9.6851,14.7843,4.9894,0.0,0.0,0.0,5.26,2.25,3.01,None,0.28885865211486816,19.912,True,None,sfc_cache_p6_1,0,None,12,25.65,132.0,20,12,0,0,0,False,100.0,7.473333333333334,4.889166666666667,5.5,0.0556,0.1016,0.0575,0.0964,2188.325,60.0,2248.325
0,1762818541.3796873,0.3,6,0.0833,0.1478,0.0543,0.0499,9.6851,14.7843,4.9894,0.0,0.0,0.0,9.9,4.34,5.56,None,0.28885865211486816,23.55,True,None,sfc_unique_p6_1,0,None,12,25.65,132.0,20,12,0,0,0,False,100.0,7.473333333333334,4.889166666666667,5.5,0.0556,0.1016,0.0575,0.0964,2188.325,60.0,2248.325
0,1762818562.1003895,21.0,6,0.1102,0.1478,0.062,0.0748,13.033,14.7843,7.4841,0.0,0.0,0.0,5.81,2.35,3.46,None,0.0003364086151123047,19.225,True,None,sfc_cache_p1_2,0,None,12,25.65,132.0,21,14,0,0,0,False,100.0,8.620000000000001,4.190714285714286,7.071428571428571,0.0526,0.1016,0.0641,0.1201,2188.325,70.0,2258.325
0,1762818562.101147,21.0,6,0.1102,0.1478,0.062,0.0748,13.033,14.7843,7.4841,0.0,0.0,0.0,8.51,3.23,5.28,None,0.0003364086151123047,22.449,True,None,sfc_unique_p1_2,0,None,12,25.65,132.0,21,14,0,0,0,False,100.0,8.620000000000001,4.190714285714286,7.071428571428571,0.0526,0.1016,0.0641,0.1201,2188.325,70.0,2258.325
