No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,cpu_resilient,cache_resilient,bw_resilient,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing
0,1739149987.9718294,232.7,59,0.452,0.1407,0.341,0.452,0.341,0.7033,6,None,None,20.595,True,None,sfc_unique_p4_12,0,None,55.0,217.8,53,38,21,7,0,True
0,1739150004.3371127,249.0,61,0.4778,0.147,0.3685,0.4778,0.3685,0.7352,5,None,None,19.623,True,None,sfc_cache_p1_13,0,None,55.0,217.8,54,40,22,8,0,True
0,1739150004.3714795,249.1,61,0.4778,0.147,0.3685,0.4778,0.3685,0.7352,5,None,None,19.123,True,None,sfc_unique_p1_13,0,None,55.0,217.8,54,40,22,8,0,True
0,1739150004.6392589,249.3,62,0.3874,0.1229,0.308,0.3874,0.308,0.6145,6,None,None,21.707,True,None,sfc_cache_p2_13,0,None,47.666666666666664,171.6,39,34,19,7,0,True
0,1739150004.674329,249.4,62,0.3874,0.1229,0.308,0.3874,0.308,0.6145,6,None,None,21.972,True,None,sfc_unique_p2_13,0,None,47.666666666666664,171.6,39,34,19,7,0,True
0,1739150004.929083,249.6,63,0.4063,0.1302,0.308,0.4063,0.308,0.651,5,None,None,21.55,True,None,sfc_cache_p3_13,0,None,56.0,204.6,43,36,20,7,0,True
0,1739150004.964214,249.7,63,0.4063,0.1302,0.308,0.4063,0.308,0.651,6,None,None,21.786,True,None,sfc_unique_p3_13,0,None,56.0,204.6,43,36,20,7,0,True
0,1739150005.111509,249.8,64,0.4252,0.1366,0.308,0.4252,0.308,0.6829,5,None,None,22.085,True,None,sfc_cache_p4_13,0,None,64.33333333333334,237.6,47,38,21,7,0,True
0,1739150005.1473508,249.8,64,0.4252,0.1366,0.308,0.4252,0.308,0.6829,5,None,None,21.651,True,None,sfc_unique_p4_13,0,None,64.33333333333334,237.6,47,38,21,7,0,True
0,1739150025.3522973,270.0,66,0.4511,0.143,0.3355,0.4511,0.3355,0.7148,5,None,None,34.303,True,None,sfc_cache_p1_14,0,None,64.33333333333334,237.6,48,40,22,8,0,True
0,1739150025.4082232,270.1,66,0.4511,0.143,0.3355,0.4511,0.3355,0.7148,5,None,None,34.088,True,None,sfc_unique_p1_14,0,None,64.33333333333334,237.6,48,40,22,8,0,True
0,1739150025.6279564,270.3,67,0.4389,0.1411,0.3025,0.4389,0.3025,0.7053,5,None,None,21.709,True,None,sfc_cache_p2_14,0,None,72.66666666666667,270.6,50,40,22,7,0,True
0,1739150025.6636417,270.4,67,0.4389,0.1411,0.3025,0.4389,0.3025,0.7053,5,None,None,21.746,True,None,sfc_unique_p2_14,0,None,72.66666666666667,270.6,50,40,22,7,0,True
0,1739150026.0311916,270.7,67,0.3786,0.1236,0.242,0.3786,0.242,0.6178,6,None,None,21.922,True,None,sfc_cache_p4_8,0,None,72.66666666666667,270.6,47,36,20,7,0,True
0,1739150026.0652921,270.8,67,0.3786,0.1236,0.242,0.3786,0.242,0.6178,6,None,None,21.626,True,None,sfc_unique_p4_8,0,None,72.66666666666667,270.6,47,36,20,7,0,True
0,1739150026.1954708,270.9,67,0.4044,0.1309,0.2695,0.4044,0.2695,0.6543,5,None,None,21.746,True,None,sfc_cache_p3_8,0,None,72.66666666666667,270.6,48,38,21,7,0,True
0,1739150026.2300615,270.9,67,0.4044,0.1309,0.2695,0.4044,0.2695,0.6543,6,None,None,21.896,True,None,sfc_unique_p3_8,0,None,72.66666666666667,270.6,48,38,21,7,0,True
0,1739150026.388515,271.1,67,0.4233,0.1372,0.2695,0.4233,0.2695,0.6862,5,None,None,22.545,True,None,sfc_cache_p2_8,0,None,81.0,303.6,52,40,22,7,0,True
0,1739150026.4233963,271.1,67,0.4233,0.1372,0.2695,0.4233,0.2695,0.6862,5,None,None,21.388,True,None,sfc_unique_p2_8,0,None,81.0,303.6,52,40,22,7,0,True
0,1739150026.6183643,271.3,68,0.4422,0.1436,0.2695,0.4422,0.2695,0.7182,5,None,None,33.814,True,None,sfc_cache_p3_14,0,None,89.33333333333333,336.6,56,42,23,7,0,True
0,1739150026.6729896,271.4,68,0.4422,0.1436,0.2695,0.4422,0.2695,0.7182,5,None,None,33.973,True,None,sfc_unique_p3_14,0,None,89.33333333333333,336.6,56,42,23,7,0,True
0,1739150026.8282635,271.5,69,0.4611,0.15,0.2695,0.4611,0.2695,0.7501,5,None,None,21.155,True,None,sfc_cache_p4_14,0,None,97.66666666666666,369.6,60,44,24,7,0,True
0,1739150026.862701,271.6,69,0.4611,0.15,0.2695,0.4611,0.2695,0.7501,5,None,None,20.861,True,None,sfc_unique_p4_14,0,None,97.66666666666666,369.6,60,44,24,7,0,True
0,1739150050.3554604,295.1,71,0.4869,0.1581,0.297,0.4869,0.297,0.7906,6,None,None,37.058,True,None,sfc_cache_p1_15,0,None,97.66666666666666,369.6,61,46,25,8,0,True
0,1739150050.4094222,295.1,71,0.4869,0.1581,0.297,0.4869,0.297,0.7906,6,None,None,32.4,True,None,sfc_unique_p1_15,0,None,97.66666666666666,369.6,61,46,25,8,0,True
0,1739150050.7256556,295.4,72,0.4544,0.1458,0.264,0.4544,0.264,0.7289,4,None,None,32.497,True,None,sfc_cache_p2_15,0,None,93.66666666666666,336.6,58,43,24,8,0,True
0,1739150050.7788413,295.5,72,0.4544,0.1458,0.264,0.4544,0.264,0.7289,4,None,None,33.416,True,None,sfc_unique_p2_15,0,None,93.66666666666666,336.6,58,43,24,8,0,True
0,1739150050.9884002,295.7,73,0.4733,0.1508,0.264,0.4733,0.264,0.754,4,None,None,34.019,True,None,sfc_cache_p3_15,0,None,101.99999999999999,369.6,62,45,25,8,0,True
0,1739150051.0434387,295.7,73,0.4733,0.1508,0.264,0.4733,0.264,0.754,4,None,None,34.046,True,None,sfc_unique_p3_15,0,None,101.99999999999999,369.6,62,45,25,8,0,True
0,1739150051.3878238,296.1,73,0.4198,0.1251,0.2915,0.4198,0.2915,0.6253,4,None,None,21.437,True,None,sfc_cache_p3_12,0,None,67.0,231.0,43,39,22,8,0,True
0,1739150051.4220777,296.1,73,0.4198,0.1251,0.2915,0.4198,0.2915,0.6253,5,None,None,21.995,True,None,sfc_unique_p3_12,0,None,67.0,231.0,43,39,22,8,0,True
0,1739150051.5536747,296.3,73,0.4233,0.1259,0.2915,0.4233,0.2915,0.6296,6,None,None,20.926,None,None,sfc_unique_backup_p3_12,0,None,67.0,231.0,44,39,22,8,0,True
0,1739150051.6713085,296.4,73,0.425,0.1264,0.297,0.425,0.297,0.6321,5,None,None,20.98,None,None,sfc_cache_backup_p3_12,0,None,67.0,231.0,44,39,22,8,0,True
0,1739150051.7914617,296.5,73,0.4285,0.1274,0.297,0.4285,0.297,0.6369,6,None,None,21.435,None,None,sfc_unique_backup_p3_15,0,None,67.0,231.0,44,39,22,8,0,True
0,1739150051.9144883,296.6,73,0.4302,0.128,0.3025,0.4302,0.3025,0.6399,6,None,None,22.134,None,None,sfc_cache_backup_p3_15,0,None,67.0,231.0,45,39,22,8,0,True
0,1739150052.0380025,296.7,73,0.4337,0.1289,0.3025,0.4337,0.3025,0.6447,6,None,None,21.564,None,None,sfc_unique_backup_p2_15,0,None,67.0,231.0,46,39,22,8,0,True
0,1739150052.1633136,296.9,73,0.4339,0.1295,0.3025,0.4339,0.3025,0.6477,6,None,None,20.827,None,None,sfc_cache_backup_p2_15,0,None,68.66666666666667,237.6,49,39,22,8,0,True
0,1739150052.347821,297.0,73,0.4374,0.1307,0.3025,0.4374,0.3025,0.6535,7,None,None,33.221,None,None,sfc_unique_backup_p1_15,0,None,68.66666666666667,237.6,49,39,22,8,0,True
0,1739150052.5428257,297.2,73,0.4391,0.1313,0.308,0.4391,0.308,0.6566,7,None,None,32.687,None,None,sfc_cache_backup_p1_15,0,None,68.66666666666667,237.6,50,39,22,8,0,True
0,1739150052.740461,297.4,73,0.4426,0.1319,0.308,0.4426,0.308,0.6596,4,None,None,33.051,None,None,sfc_unique_backup_p4_14,0,None,68.66666666666667,237.6,50,39,22,8,0,True
0,1739150052.9300747,297.6,73,0.4443,0.1324,0.3135,0.4443,0.3135,0.6622,6,None,None,23.246,None,None,sfc_cache_backup_p4_14,0,None,68.66666666666667,237.6,50,39,22,8,0,True
0,1739150053.0704646,297.8,73,0.4478,0.1331,0.3135,0.4478,0.3135,0.6653,4,None,None,21.614,None,None,sfc_unique_backup_p3_14,0,None,68.66666666666667,237.6,51,39,22,8,0,True
0,1739150053.2498946,297.9,73,0.4481,0.1336,0.3135,0.4481,0.3135,0.6679,6,None,None,28.548,None,None,sfc_cache_backup_p3_14,0,None,70.33333333333334,244.2,54,39,22,8,0,True
0,1739150053.4415507,298.1,73,0.4516,0.1344,0.3135,0.4516,0.3135,0.6718,5,None,None,29.502,None,None,sfc_unique_backup_p4_8,0,None,70.33333333333334,244.2,54,39,22,8,0,True
0,1739150053.655841,298.4,73,0.4532,0.1348,0.319,0.4532,0.319,0.674,5,None,None,44.793,None,None,sfc_cache_backup_p4_8,0,None,70.33333333333334,244.2,55,39,22,8,0,True
0,1739150053.8952851,298.6,73,0.4567,0.1354,0.319,0.4567,0.319,0.677,4,None,None,32.847,None,None,sfc_unique_backup_p2_14,0,None,70.33333333333334,244.2,56,39,22,8,0,True
0,1739150054.1850421,298.9,73,0.457,0.1359,0.319,0.457,0.319,0.6796,6,None,None,44.645,None,None,sfc_cache_backup_p2_14,0,None,72.0,250.79999999999998,59,39,22,8,0,True
0,1739150054.4099243,299.1,73,0.4605,0.1365,0.319,0.4605,0.319,0.6827,4,None,None,22.124,None,None,sfc_unique_backup_p1_14,0,None,72.0,250.79999999999998,60,39,22,8,0,True
0,1739150054.5935705,299.3,73,0.4608,0.1371,0.319,0.4608,0.319,0.6853,6,None,None,31.774,None,None,sfc_cache_backup_p1_14,0,None,73.66666666666669,257.4,63,39,22,8,0,True
0,1739150054.814925,299.5,73,0.4643,0.138,0.319,0.4643,0.319,0.6901,6,None,None,33.636,None,None,sfc_unique_backup_p4_13,0,None,73.66666666666669,257.4,63,39,22,8,0,True
0,1739150055.0380936,299.7,73,0.4659,0.1386,0.3245,0.4659,0.3245,0.6931,6,None,None,32.257,None,None,sfc_cache_backup_p4_13,0,None,73.66666666666669,257.4,64,39,22,8,0,True
0,1739150055.264208,300.0,73,0.4694,0.1396,0.3245,0.4694,0.3245,0.6979,6,None,None,33.558,None,None,sfc_unique_backup_p3_13,0,None,73.66666666666669,257.4,64,39,22,8,0,True
0,1739150055.4394252,300.1,73,0.4697,0.1402,0.3245,0.4697,0.3245,0.7009,6,None,None,33.684,None,None,sfc_cache_backup_p3_13,0,None,75.33333333333334,264.0,67,39,22,8,0,True
0,1739150055.6824193,300.4,73,0.4732,0.1412,0.3245,0.4732,0.3245,0.7058,6,None,None,38.749,None,None,sfc_unique_backup_p2_13,0,None,75.33333333333334,264.0,68,39,22,8,0,True
0,1739150056.000778,300.7,73,0.4749,0.1418,0.33,0.4749,0.33,0.7088,7,None,None,42.968,None,None,sfc_cache_backup_p2_13,0,None,75.33333333333334,264.0,68,39,22,8,0,True
0,1739150056.286692,301.0,73,0.4784,0.1427,0.33,0.4784,0.33,0.7136,6,None,None,22.197,None,None,sfc_unique_backup_p1_13,0,None,75.33333333333334,264.0,69,39,22,8,0,True
0,1739150056.5275853,301.2,73,0.4787,0.1433,0.33,0.4787,0.33,0.7166,6,None,None,42.556,None,None,sfc_cache_backup_p1_13,0,None,77.00000000000001,270.59999999999997,72,39,22,8,0,True
0,1739150056.817551,301.5,73,0.4822,0.1445,0.33,0.4822,0.33,0.7224,7,None,None,34.313,None,None,sfc_unique_backup_p4_12,0,None,77.00000000000001,270.59999999999997,73,39,22,8,0,True
0,1739150057.1668618,301.9,73,0.4824,0.1451,0.33,0.4824,0.33,0.7255,7,None,None,20.833,None,None,sfc_cache_backup_p4_12,0,None,78.66666666666667,277.19999999999993,76,39,22,8,0,True
0,1739150057.3573196,302.1,73,0.5083,0.1523,0.3575,0.5083,0.3575,0.7617,6,None,None,42.471,True,None,sfc_cache_p2_12,0,None,78.66666666666667,277.19999999999993,78,41,23,8,0,True
0,1739150057.4316905,302.1,73,0.5083,0.1523,0.3575,0.5083,0.3575,0.7617,5,None,None,35.428,True,None,sfc_unique_p2_12,0,None,78.66666666666667,277.19999999999993,78,41,23,8,0,True
0,1739150057.7775326,302.5,73,0.5341,0.1604,0.385,0.5341,0.385,0.8022,6,None,None,21.652,True,None,sfc_cache_p4_11,0,None,78.66666666666667,277.19999999999993,79,43,24,8,0,True
0,1739150057.8294368,302.5,73,0.5341,0.1604,0.385,0.5341,0.385,0.8022,6,None,None,30.853,True,None,sfc_unique_p4_11,0,None,78.66666666666667,277.19999999999993,79,43,24,8,0,True
0,1739150058.0885735,302.8,73,0.5341,0.1604,0.385,0.5341,0.385,0.8022,None,None,None,42.655,False,None,sfc_cache_p2_11,0,None,78.66666666666667,277.19999999999993,79,43,24,8,0,True
0,1739150058.2073193,302.9,73,0.5341,0.1604,0.385,0.5341,0.385,0.8022,None,None,None,61.147,False,None,sfc_unique_p2_11,0,None,78.66666666666667,277.19999999999993,79,43,24,8,0,True
0,1739150058.8358338,303.5,74,0.553,0.1672,0.385,0.553,0.385,0.8361,4,None,None,59.592,True,None,sfc_cache_p4_15,0,None,86.99999999999999,310.19999999999993,83,45,25,8,0,True
0,1739150058.9517393,303.6,74,0.553,0.1672,0.385,0.553,0.385,0.8361,6,None,None,58.257,True,None,sfc_unique_p4_15,0,None,86.99999999999999,310.19999999999993,83,45,25,8,0,True
0,1739150071.3516889,316.0,76,0.5788,0.177,0.4125,0.5788,0.4125,0.8852,7,None,None,32.784,True,None,sfc_cache_p1_16,0,None,86.99999999999999,310.19999999999993,84,47,26,9,0,True
0,1739150071.4150279,316.1,76,0.5788,0.177,0.4125,0.5788,0.4125,0.8852,7,None,None,31.697,True,None,sfc_unique_p1_16,0,None,86.99999999999999,310.19999999999993,84,47,26,9,0,True
0,1739150071.8533185,316.6,77,0.5527,0.1674,0.407,0.5527,0.407,0.8369,4,None,None,33.495,True,None,sfc_cache_p2_16,0,None,86.99999999999999,310.19999999999993,83,46,25,7,0,True
0,1739150071.9181018,316.6,77,0.5527,0.1674,0.407,0.5527,0.407,0.8369,4,None,None,34.249,True,None,sfc_unique_p2_16,0,None,86.99999999999999,310.19999999999993,83,46,25,7,0,True
0,1739150072.2208998,316.9,78,0.5749,0.1747,0.4345,0.5749,0.4345,0.8734,5,None,None,32.916,True,None,sfc_cache_p3_16,0,None,91.33333333333331,310.19999999999993,86,48,26,7,0,True
0,1739150072.2837417,317.0,78,0.5749,0.1747,0.4345,0.5749,0.4345,0.8734,6,None,None,32.192,True,None,sfc_unique_p3_16,0,None,91.33333333333331,310.19999999999993,86,48,26,7,0,True
0,1739150072.8519557,317.5,78,0.5697,0.174,0.429,0.5697,0.429,0.8701,7,None,None,32.098,True,None,sfc_cache_p1_11,0,None,91.33333333333331,310.19999999999993,85,48,26,7,0,True
0,1739150072.915665,317.6,78,0.5697,0.174,0.429,0.5697,0.429,0.8701,5,None,None,34.132,True,None,sfc_unique_p1_11,0,None,91.33333333333331,310.19999999999993,85,48,26,7,0,True
0,1739150073.2517934,317.9,79,0.5886,0.1833,0.429,0.5886,0.429,0.9167,7,None,None,43.538,True,None,sfc_cache_p4_16,0,None,99.66666666666664,343.19999999999993,89,50,27,7,0,True
0,1739150073.3363695,318.0,79,0.5886,0.1833,0.429,0.5886,0.429,0.9167,7,None,None,43.998,True,None,sfc_unique_p4_16,0,None,99.66666666666664,343.19999999999993,89,50,27,7,0,True
0,1739150094.344925,339.0,81,0.2098,0.0687,0.176,0.2098,0.176,0.3437,5,None,None,25.6,True,None,sfc_cache_p1_17,0,None,40.99999999999999,145.2,43,35,22,7,0,True
0,1739150094.377677,339.1,81,0.2098,0.0687,0.176,0.2098,0.176,0.3437,6,None,None,21.235,True,None,sfc_unique_p1_17,0,None,40.99999999999999,145.2,43,35,22,7,0,True
0,1739150094.558079,339.3,81,0.2273,0.0736,0.176,0.2273,0.176,0.3681,6,None,None,33.657,True,None,sfc_unique_p4_16,0,None,40.99999999999999,145.2,43,36,23,8,0,True
0,1739150094.8142223,339.5,81,0.2357,0.0765,0.2035,0.2357,0.2035,0.3825,6,None,None,33.682,True,None,sfc_cache_p4_16,0,None,40.99999999999999,145.2,44,37,23,8,0,True
0,1739150094.9878664,339.7,81,0.2532,0.0804,0.2035,0.2532,0.2035,0.402,5,None,None,34.352,True,None,sfc_unique_p1_11,0,None,40.99999999999999,145.2,44,38,23,8,0,True
0,1739150095.1656814,339.9,81,0.2707,0.0853,0.2035,0.2707,0.2035,0.4265,6,None,None,34.793,True,None,sfc_unique_p3_16,0,None,40.99999999999999,145.2,45,39,24,8,0,True
0,1739150095.2895098,340.0,81,0.2721,0.0882,0.2035,0.2721,0.2035,0.4408,6,None,None,22.004,True,None,sfc_cache_p3_16,0,None,49.33333333333333,178.2,48,40,24,8,0,True
0,1739150095.4104097,340.1,81,0.2896,0.093,0.2035,0.2896,0.2035,0.4652,6,None,None,21.677,True,None,sfc_unique_p2_16,0,None,49.33333333333333,178.2,49,41,25,8,0,True
0,1739150095.5329065,340.2,81,0.2909,0.0959,0.2035,0.2909,0.2035,0.4796,6,None,None,21.521,True,None,sfc_cache_p2_16,0,None,57.666666666666664,211.2,52,42,25,8,0,True
0,1739150095.6571016,340.4,81,0.3084,0.1008,0.2035,0.3084,0.2035,0.504,6,None,None,21.669,True,None,sfc_unique_p1_16,0,None,57.666666666666664,211.2,53,43,26,8,0,True
0,1739150095.7833543,340.5,81,0.3098,0.1037,0.2035,0.3098,0.2035,0.5184,6,None,None,21.691,True,None,sfc_cache_p1_16,0,None,66.0,244.2,56,44,26,8,0,True
0,1739150095.9112577,340.6,81,0.3273,0.1076,0.2035,0.3273,0.2035,0.5379,5,None,None,21.763,True,None,sfc_unique_p4_11,0,None,66.0,244.2,57,45,27,8,0,True
0,1739150096.0409477,340.7,81,0.3357,0.1104,0.231,0.3357,0.231,0.552,5,None,None,21.518,True,None,sfc_cache_p4_11,0,None,66.0,244.2,58,46,27,8,0,True
0,1739150096.1731305,340.9,81,0.3532,0.1143,0.231,0.3532,0.231,0.5715,5,None,None,22.498,True,None,sfc_unique_p2_12,0,None,66.0,244.2,59,47,28,8,0,True
0,1739150096.3074448,341.0,81,0.3615,0.1171,0.2585,0.3615,0.2585,0.5856,5,None,None,22.345,True,None,sfc_cache_p2_12,0,None,66.0,244.2,60,48,28,8,0,True
0,1739150096.4442217,341.1,81,0.379,0.121,0.2585,0.379,0.2585,0.6052,5,None,None,22.401,True,None,sfc_unique_p3_12,0,None,66.0,244.2,61,49,28,8,0,True
0,1739150096.5813346,341.3,81,0.3965,0.1259,0.2585,0.3965,0.2585,0.6296,6,None,None,22.66,True,None,sfc_unique_p3_14,0,None,66.0,244.2,61,50,28,8,0,True
0,1739150096.7362404,341.4,81,0.414,0.1317,0.2585,0.414,0.2585,0.6586,7,None,None,22.244,True,None,sfc_unique_p1_14,0,None,66.0,244.2,61,51,28,8,0,True
0,1739150096.942234,341.6,81,0.4315,0.1366,0.2585,0.4315,0.2585,0.683,6,None,None,34.167,True,None,sfc_unique_p3_11,0,None,66.0,244.2,61,52,28,8,0,True
0,1739150097.1524353,341.8,82,0.4504,0.1443,0.2585,0.4504,0.2585,0.7215,5,None,None,33.082,True,None,sfc_cache_p2_17,0,None,74.33333333333331,277.20000000000005,65,54,29,8,0,True
0,1739150097.208826,341.9,82,0.4504,0.1443,0.2585,0.4504,0.2585,0.7215,6,None,None,32.844,True,None,sfc_unique_p2_17,0,None,74.33333333333331,277.20000000000005,65,54,29,8,0,True
0,1739150097.4524138,342.1,83,0.4693,0.151,0.2585,0.4693,0.2585,0.7551,5,None,None,32.75,True,None,sfc_cache_p3_17,0,None,82.66666666666664,310.20000000000005,69,56,30,8,0,True
0,1739150097.509352,342.2,83,0.4693,0.151,0.2585,0.4693,0.2585,0.7551,5,None,None,32.65,True,None,sfc_unique_p3_17,0,None,82.66666666666664,310.20000000000005,69,56,30,8,0,True
0,1739150097.7568831,342.5,84,0.4882,0.1577,0.2585,0.4882,0.2585,0.7887,5,None,None,33.092,True,None,sfc_cache_p4_17,0,None,90.99999999999997,343.20000000000005,73,58,31,8,0,True
0,1739150097.815038,342.5,84,0.4882,0.1577,0.2585,0.4882,0.2585,0.7887,5,None,None,32.826,True,None,sfc_unique_p4_17,0,None,90.99999999999997,343.20000000000005,73,58,31,8,0,True
0,1739150120.3481402,365.0,86,0.514,0.1655,0.286,0.514,0.286,0.8275,6,None,None,28.516,True,None,sfc_cache_p1_18,0,None,90.99999999999997,343.20000000000005,74,60,32,9,0,True
0,1739150120.3886633,365.1,86,0.514,0.1655,0.286,0.514,0.286,0.8275,6,None,None,21.676,True,None,sfc_unique_p1_18,0,None,90.99999999999997,343.20000000000005,74,60,32,9,0,True
0,1739150120.7783895,365.5,86,0.4691,0.1468,0.2805,0.4691,0.2805,0.734,6,None,None,21.173,True,None,sfc_cache_p4_15,0,None,62.66666666666667,231.0,57,55,30,9,0,True
0,1739150120.8150728,365.5,86,0.4691,0.1468,0.2805,0.4691,0.2805,0.734,6,None,None,21.434,True,None,sfc_unique_p4_15,0,None,62.66666666666667,231.0,57,55,30,9,0,True
0,1739150120.9899309,365.7,86,0.4726,0.1475,0.2805,0.4726,0.2805,0.7375,5,None,None,20.181,None,None,sfc_unique_backup_p4_15,0,None,62.66666666666667,231.0,57,55,30,9,0,True
0,1739150121.1442235,365.8,86,0.4743,0.148,0.286,0.4743,0.286,0.7399,5,None,None,20.696,None,None,sfc_cache_backup_p4_15,0,None,62.66666666666667,231.0,58,55,30,9,0,True
0,1739150121.3022163,366.0,86,0.4778,0.1488,0.286,0.4778,0.286,0.7439,5,None,None,21.046,None,None,sfc_unique_backup_p1_18,0,None,62.66666666666667,231.0,58,55,30,9,0,True
0,1739150121.465245,366.2,86,0.4794,0.1492,0.2915,0.4794,0.2915,0.746,5,None,None,20.58,None,None,sfc_cache_backup_p1_18,0,None,62.66666666666667,231.0,59,55,30,9,0,True
0,1739150121.629699,366.3,86,0.4829,0.1502,0.2915,0.4829,0.2915,0.7509,6,None,None,21.059,None,None,sfc_unique_backup_p4_17,0,None,62.66666666666667,231.0,59,55,30,9,0,True
0,1739150121.7966835,366.5,86,0.4846,0.1507,0.297,0.4846,0.297,0.7535,6,None,None,20.399,None,None,sfc_cache_backup_p4_17,0,None,62.66666666666667,231.0,60,55,30,9,0,True
0,1739150121.9636064,366.7,86,0.4881,0.1517,0.297,0.4881,0.297,0.7584,6,None,None,20.746,None,None,sfc_unique_backup_p3_17,0,None,62.66666666666667,231.0,61,55,30,9,0,True
0,1739150122.131877,366.8,86,0.4891,0.1523,0.3025,0.4891,0.3025,0.7614,6,None,None,20.122,None,None,sfc_cache_backup_p3_17,0,None,63.533333333333346,231.0,63,55,30,9,0,True
0,1739150122.3060846,367.0,86,0.4926,0.1534,0.3025,0.4926,0.3025,0.7672,7,None,None,20.648,None,None,sfc_unique_backup_p2_17,0,None,63.533333333333346,231.0,63,55,30,9,0,True
0,1739150122.4796543,367.2,86,0.4928,0.154,0.3025,0.4928,0.3025,0.7702,6,None,None,19.962,None,None,sfc_cache_backup_p2_17,0,None,65.2,237.6,66,55,30,9,0,True
0,1739150122.6569984,367.4,86,0.4931,0.1545,0.3025,0.4931,0.3025,0.7726,5,None,None,20.859,None,None,sfc_cache_backup_p2_12,0,None,66.86666666666667,244.2,69,55,30,9,0,True
0,1739150122.8345037,367.5,86,0.4966,0.1552,0.3025,0.4966,0.3025,0.776,5,None,None,20.271,None,None,sfc_unique_backup_p2_12,0,None,66.86666666666667,244.2,70,55,30,9,0,True
0,1739150123.0374453,367.7,86,0.498,0.1552,0.308,0.498,0.308,0.776,5,None,None,21.091,None,None,sfc_cache_backup_p4_11,0,None,65.2,237.6,67,55,30,9,0,True
0,1739150123.3171732,368.0,86,0.474,0.1472,0.275,0.474,0.275,0.7359,5,None,None,26.835,None,None,sfc_unique_backup_p4_11,0,None,65.2,237.6,66,53,29,9,0,True
0,1739150123.575243,368.3,86,0.4757,0.1478,0.2805,0.4757,0.2805,0.7392,7,None,None,27.486,None,None,sfc_cache_backup_p1_16,0,None,65.2,237.6,66,53,29,9,0,True
0,1739150123.8343894,368.5,86,0.4792,0.1487,0.2805,0.4792,0.2805,0.7435,6,None,None,28.267,None,None,sfc_unique_backup_p1_16,0,None,65.2,237.6,66,53,29,9,0,True
0,1739150124.10104,368.8,86,0.4794,0.1494,0.2805,0.4794,0.2805,0.7469,7,None,None,28.259,None,None,sfc_cache_backup_p2_16,0,None,66.86666666666667,244.2,69,53,29,9,0,True
0,1739150124.3747053,369.1,86,0.4829,0.1502,0.2805,0.4829,0.2805,0.7512,6,None,None,20.612,None,None,sfc_unique_backup_p2_16,0,None,66.86666666666667,244.2,70,53,29,9,0,True
0,1739150124.5745413,369.3,86,0.4832,0.1509,0.2805,0.4832,0.2805,0.7545,7,None,None,20.939,None,None,sfc_cache_backup_p3_16,0,None,68.53333333333333,250.79999999999998,73,53,29,9,0,True
0,1739150124.779207,369.5,86,0.4867,0.1518,0.2805,0.4867,0.2805,0.7589,6,None,None,20.711,None,None,sfc_unique_backup_p3_16,0,None,68.53333333333333,250.79999999999998,74,53,29,9,0,True
0,1739150124.990379,369.7,86,0.4902,0.1526,0.2805,0.4902,0.2805,0.7628,5,None,None,21.213,None,None,sfc_unique_backup_p1_11,0,None,68.53333333333333,250.79999999999998,75,53,29,9,0,True
0,1739150125.200703,369.9,86,0.4905,0.1532,0.2805,0.4905,0.2805,0.7662,7,None,None,20.85,None,None,sfc_cache_backup_p4_16,0,None,70.19999999999999,257.4,78,53,29,9,0,True
0,1739150125.4152274,370.1,86,0.494,0.1541,0.2805,0.494,0.2805,0.7705,6,None,None,20.854,None,None,sfc_unique_backup_p4_16,0,None,70.19999999999999,257.4,79,53,29,9,0,True
0,1739150125.6357398,370.3,86,0.4975,0.1553,0.2805,0.4975,0.2805,0.7763,7,None,None,20.857,None,None,sfc_unique_backup_p1_17,0,None,70.19999999999999,257.4,80,53,29,9,0,True
0,1739150125.8558512,370.6,86,0.4978,0.1558,0.2805,0.4978,0.2805,0.7789,6,None,None,20.181,None,None,sfc_cache_backup_p1_17,0,None,71.86666666666666,264.0,83,53,29,9,0,True
0,1739150126.0824084,370.8,86,0.5236,0.1626,0.308,0.5236,0.308,0.8131,4,None,None,21.236,True,None,sfc_cache_p3_15,0,None,71.86666666666666,264.0,85,55,30,9,0,True
0,1739150126.1257968,370.8,86,0.5236,0.1626,0.308,0.5236,0.308,0.8131,6,None,None,21.951,True,None,sfc_unique_p3_15,0,None,71.86666666666666,264.0,85,55,30,9,0,True
0,1739150126.4360783,371.1,87,0.5458,0.1708,0.3355,0.5458,0.3355,0.8542,7,None,None,32.62,True,None,sfc_cache_p2_18,0,None,76.19999999999999,264.0,87,57,31,9,0,True
0,1739150126.5001805,371.2,87,0.5458,0.1708,0.3355,0.5458,0.3355,0.8542,6,None,None,32.236,True,None,sfc_unique_p2_18,0,None,76.19999999999999,264.0,87,57,31,9,0,True
0,1739150126.9511764,371.6,88,0.5647,0.1772,0.3355,0.5647,0.3355,0.8861,7,None,None,20.466,True,None,sfc_cache_p3_18,0,None,84.5333333333333,297.0000000000001,90,59,32,9,0,True
0,1739150126.9938478,371.7,88,0.5647,0.1772,0.3355,0.5647,0.3355,0.8861,4,None,None,20.474,True,None,sfc_unique_p3_18,0,None,84.5333333333333,297.0000000000001,90,59,32,9,0,True
