No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1762055531.3758981,0,1,0.0,0.0781,0.0034,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,3.65,2.29,1.35,None,0.0011906623840332031,21.819,True,None,sfc_cache_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,2095.5687973997833,10.0,2105.5687973997833
0,1762055531.3767076,0.0,1,0.0,0.0781,0.0034,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,5.28,3.09,2.19,None,0.0011906623840332031,23.421,True,None,sfc_unique_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,2095.5687973997833,10.0,2105.5687973997833
0,1762055531.4301999,0.1,2,0.0,0.1352,0.012,0.0249,0.0,13.5243,2.4947,0.0,0.0,0.0,4.26,2.29,1.97,None,0.08164501190185547,20.15,True,None,sfc_cache_p2_1,0,None,0,8.33,33.0,4,4,0,0,0,False,100.0,0.0,13.4175,8.25,2110.0,20.0,2130.0
0,1762055531.4308195,0.1,2,0.0,0.1352,0.012,0.0249,0.0,13.5243,2.4947,0.0,0.0,0.0,7.3,3.02,4.28,None,0.08164501190185547,23.392,True,None,sfc_unique_p2_1,0,None,0,8.33,33.0,4,4,0,0,0,False,100.0,0.0,13.4175,8.25,2110.0,20.0,2130.0
0,1762055531.484105,0.1,3,0.0,0.2024,0.0333,0.0499,0.0,20.2449,4.9894,0.0,0.0,0.0,5.24,2.23,3.01,None,0.13571405410766602,20.123,True,None,sfc_cache_p3_1,0,None,0,12.66,33.0,7,6,0,0,0,False,100.0,0.0,13.39,11.0,2147.3347778981583,30.0,2177.3347778981583
0,1762055531.4847188,0.1,3,0.0,0.2024,0.0333,0.0499,0.0,20.2449,4.9894,0.0,0.0,0.0,6.61,2.82,3.79,None,0.13571405410766602,23.072,True,None,sfc_unique_p3_1,0,None,0,12.66,33.0,7,6,0,0,0,False,100.0,0.0,13.39,11.0,2147.3347778981583,30.0,2177.3347778981583
0,1762055531.534888,0.2,4,0.0089,0.2478,0.041,0.0499,0.972,24.7808,4.9894,0.0,0.0,0.0,4.91,2.08,2.82,None,0.1895594596862793,20.261,True,None,sfc_cache_p4_1,0,None,0,16.66,66.0,10,8,0,0,0,False,100.0,1.125,12.2925,8.25,2189.7334004024146,40.0,2229.7334004024146
0,1762055531.5352678,0.2,4,0.0089,0.2478,0.041,0.0499,0.972,24.7808,4.9894,0.0,0.0,0.0,7.09,2.82,4.28,None,0.1895594596862793,19.815,True,None,sfc_unique_p4_1,0,None,0,16.66,66.0,10,8,0,0,0,False,100.0,1.125,12.2925,8.25,2189.7334004024146,40.0,2229.7334004024146
0,1762055531.5835567,0.2,5,0.0174,0.2823,0.0534,0.0499,1.9439,28.2255,4.9894,0.0,0.0,0.0,5.78,2.09,3.69,None,0.23892784118652344,20.181,True,None,sfc_cache_p5_1,0,None,0,24.99,99.0,14,10,0,0,0,False,100.0,1.8,11.201,6.6,2197.2186967961616,50.0,2247.2186967961616
0,1762055531.5838852,0.2,5,0.0174,0.2823,0.0534,0.0499,1.9439,28.2255,4.9894,0.0,0.0,0.0,7.09,2.82,4.28,None,0.23892784118652344,17.876,True,None,sfc_unique_p5_1,0,None,0,24.99,99.0,14,10,0,0,0,False,100.0,1.8,11.201,6.6,2197.2186967961616,50.0,2247.2186967961616
0,1762055531.631516,0.3,6,0.0425,0.2823,0.0605,0.0748,4.8242,28.2255,7.4841,0.0,0.0,0.0,4.92,2.1,2.82,None,0.2874612808227539,19.785,True,None,sfc_cache_p6_1,0,None,0,29.32,99.0,17,12,0,0,0,False,100.0,3.7225,9.334166666666667,8.25,2212.698111747408,60.0,2272.698111747408
0,1762055531.6319008,0.3,6,0.0425,0.2823,0.0605,0.0748,4.8242,28.2255,7.4841,0.0,0.0,0.0,6.7,3.28,3.42,None,0.2874612808227539,20.902,True,None,sfc_unique_p6_1,0,None,0,29.32,99.0,17,12,0,0,0,False,100.0,3.7225,9.334166666666667,8.25,2212.698111747408,60.0,2272.698111747408
