crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111411.9005594,2,1,1,0,0,7.8015,8.6916,4.17,0.8901
1,1771111422.9101553,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771111559.3620615,2,10,10,0,0,8.9723,9.3331,25.00,0.4692
3,1771111606.0624926,2,16,16,0,0,8.5398,8.8094,40.00,0.1705
4,1771111610.5709417,2,4,4,0,0,8.3276,9.9953,11.76,1.3357
5,1771111613.1411982,2,5,5,0,0,9.6155,9.6535,20.83,-0.3494
6,1771111710.5908644,2,3,3,0,0,9.6689,9.8836,5.36,0.2148
7,1771111836.3121755,2,11,11,0,0,9.1843,9.0370,27.50,-0.1473
8,1771111867.4306102,2,1,1,0,0,10.2247,9.1584,2.50,-1.0662
9,1771111920.590783,2,2,2,0,0,9.3314,10.8740,4.17,1.5426
10,1771111947.2618697,2,8,8,0,0,9.0108,9.2964,16.67,0.2856
11,1771111975.5907571,2,3,3,0,0,9.8546,9.8048,7.50,-0.0498
12,1771112045.7204475,2,1,1,0,0,8.5544,9.5753,1.85,1.0209
13,1771112060.9215608,2,5,5,0,0,9.6791,9.7781,9.26,-0.1822
14,1771112194.0116496,2,7,7,0,0,10.5339,10.0816,14.58,-0.4523
15,1771112251.0007393,2,2,2,0,0,9.3386,10.9207,4.17,1.5821
16,1771112260.6104581,2,1,1,0,0,9.8141,10.8323,2.50,1.0183
17,1771112274.7401803,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771112282.9201536,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771112286.6617413,2,6,6,0,0,9.9056,10.0280,13.04,0.0715
