crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111362.1917253,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771111378.6717007,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771111489.9549818,2,25,0,0,25,3.0354,0.0000,104.17,0.0000
3,1771111525.003822,2,11,0,0,11,3.5121,0.0000,50.00,0.0000
4,1771111526.2331996,2,6,0,0,6,2.9027,0.0000,21.43,0.0000
5,1771111526.6133313,2,24,0,0,24,2.5373,0.0000,171.43,0.0000
6,1771111630.4537983,2,11,0,0,11,3.4176,2.8190,27.50,-0.7897
7,1771111638.092596,2,5,0,0,5,2.9486,3.7809,14.71,0.8323
8,1771111661.8679144,2,40,0,0,40,2.9224,3.5306,1000.00,-0.5743
9,1771111705.4734468,2,6,0,0,6,3.2013,0.0000,17.65,0.0000
10,1771111722.6735158,2,16,0,0,16,2.0796,0.0000,61.54,0.0000
11,1771111821.8757932,2,28,0,0,28,2.8115,3.8628,155.56,0.0000
12,1771111873.816079,2,15,0,0,15,3.1244,3.0752,53.57,0.0685
13,1771112148.8633418,2,5,0,0,5,3.8879,0.0000,16.67,0.0000
14,1771112149.856856,2,36,0,0,36,2.6117,0.0000,1800.00,0.0000
15,1771112225.9917204,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771112238.2745507,2,32,0,0,32,2.5763,0.0000,0.00,0.0000
17,1771112271.301738,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771112314.4727778,2,16,0,0,16,2.0089,0.0000,0.00,0.0000
19,1771112320.291694,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
