crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111395.755015,2,2,2,0,0,34.4204,35.4883,12.50,1.0679
1,1771111544.2059376,2,12,12,0,0,34.6010,35.1538,37.50,0.5528
2,1771111628.6064599,2,16,16,0,0,34.9322,35.4624,50.00,0.1819
3,1771111659.9949648,2,5,5,0,0,34.6754,35.6162,15.62,0.9408
4,1771111715.684543,2,3,3,0,0,34.7260,35.1252,7.50,0.3992
5,1771111730.835926,2,10,10,0,0,34.4783,34.8169,26.32,0.4527
6,1771111737.7748828,2,3,3,0,0,35.5595,35.1873,6.52,-0.7998
7,1771111745.7561033,2,8,8,0,0,34.9355,35.8812,19.05,0.2940
8,1771111987.7840295,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771112029.5245194,2,2,2,0,0,36.1503,35.8940,4.17,-0.2563
10,1771112048.417407,2,11,11,0,0,35.6750,36.1904,23.91,0.5052
11,1771112048.5548549,2,4,4,0,0,37.0304,37.1650,8.70,0.2410
12,1771112064.5651546,2,8,8,0,0,36.0067,36.3261,17.39,0.3388
13,1771112080.8750746,2,5,5,0,0,36.2216,37.3772,10.00,0.7424
14,1771112113.2646072,2,3,3,0,0,36.6503,36.7808,6.00,0.1305
15,1771112147.8047304,2,3,3,0,0,36.7238,36.3232,7.14,-0.4006
16,1771112158.994744,2,3,3,0,0,36.9107,36.8423,6.25,-0.2256
17,1771112194.0338764,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771112227.004285,2,2,2,0,0,36.4094,0.0000,4.55,0.0000
