crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111452.2237797,2,12,0,12,0,37.3400,37.6395,30.00,0.6694
1,1771111455.352202,2,9,0,9,0,38.5298,38.7761,22.50,0.7214
2,1771111491.521702,2,8,0,8,0,38.0425,39.0937,17.39,1.0374
3,1771111509.2628846,2,14,0,14,0,37.8296,38.4681,33.33,0.5859
4,1771111552.5414138,2,4,0,4,0,39.4632,39.2272,9.52,1.1334
5,1771111620.7731597,2,19,0,19,0,38.8041,39.0304,45.24,0.2263
6,1771111643.7604637,2,3,0,3,0,37.3597,38.0247,7.14,0.6650
7,1771111668.5908167,2,5,0,5,0,38.2933,38.3785,13.16,0.0000
8,1771111715.480471,2,3,0,3,0,38.5906,39.2594,10.00,0.6688
9,1771111721.1117227,2,9,0,9,0,38.5091,38.9255,32.14,0.3787
10,1771111739.3836722,2,13,0,13,0,38.6109,39.1865,54.17,0.3809
11,1771111761.27066,2,2,0,2,0,38.6648,40.0534,8.33,1.4221
12,1771111954.6312182,2,7,0,7,0,38.4841,38.3878,21.88,-0.0963
13,1771111988.1314485,2,7,0,7,0,38.8470,38.3143,21.88,-0.3661
14,1771111989.36265,2,11,0,11,0,38.1380,38.8663,55.00,0.3640
15,1771112056.2419765,2,9,0,9,0,37.9834,38.2894,34.62,0.4520
16,1771112115.2213697,2,6,0,6,0,38.6284,39.2716,20.00,0.8230
17,1771112198.813156,2,14,0,14,0,38.6212,38.7152,63.64,0.0694
18,1771112309.531223,2,6,0,6,0,38.5164,38.7331,20.00,0.3341
