crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111410.453703,2,7,7,0,0,34.7449,35.1520,29.17,0.4072
1,1771111527.2455282,2,14,14,0,0,34.8518,35.2247,43.75,0.3730
2,1771111615.2738316,2,8,8,0,0,35.6078,35.4760,16.67,-0.1318
3,1771111672.3340619,2,8,8,0,0,34.7085,35.1142,20.00,0.4058
4,1771111683.3924825,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1771111709.26252,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771111717.7935355,2,5,5,0,0,36.2002,36.6932,11.36,0.1871
7,1771111851.7832115,2,3,3,0,0,35.3529,35.7391,7.50,0.3862
8,1771111853.2237175,2,6,6,0,0,35.0055,35.0951,15.00,0.0896
9,1771112033.8635561,2,3,3,0,0,36.3556,36.1360,6.25,-0.2196
10,1771112044.8632908,2,3,3,0,0,36.1182,36.1032,5.36,-0.0150
11,1771112047.1036613,2,5,5,0,0,35.9198,35.4911,8.93,-0.4287
12,1771112079.9029143,2,1,1,0,0,36.2461,0.0000,1.85,0.0000
13,1771112140.5633957,2,4,4,0,0,35.8993,35.7438,7.14,-0.1555
14,1771112146.1825182,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771112186.2724936,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771112277.7228796,2,1,1,0,0,35.9379,35.9379,2.08,0.0000
17,1771112286.4628851,2,1,1,0,0,36.6541,35.4692,2.08,-1.1849
18,1771112293.6033676,2,3,3,0,0,36.0991,36.1102,6.25,0.0111
