crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111350.2434003,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771111571.3549626,2,8,0,0,8,47.1311,48.0122,20.00,0.8811
2,1771111636.7253432,2,8,0,0,8,48.0531,49.5543,20.00,1.2536
3,1771111686.2172549,2,22,0,0,22,48.3329,0.0000,275.00,0.0000
4,1771111693.39473,2,6,0,0,6,48.8486,0.0000,27.27,0.0000
5,1771111721.2848413,2,6,0,0,6,47.9890,48.7840,15.79,0.7194
6,1771111725.2617419,2,12,0,0,12,47.9287,0.0000,46.15,0.0000
7,1771111739.3147118,2,4,0,0,4,48.9156,0.0000,16.67,0.0000
8,1771111763.8450603,2,8,0,0,8,49.2362,0.0000,26.67,0.0000
9,1771111824.6362705,2,12,0,0,12,48.2709,49.3631,120.00,0.0000
10,1771111845.7466457,2,13,0,0,13,48.7847,0.0000,650.00,0.0000
11,1771111860.464919,2,4,0,0,4,49.6995,0.0000,20.00,0.0000
12,1771112059.3680573,2,32,0,0,32,49.0213,0.0000,0.00,0.0000
13,1771112080.285264,2,9,0,0,9,48.9245,0.0000,45.00,0.0000
14,1771112128.9848151,2,7,0,0,7,49.2157,0.0000,31.82,0.0000
15,1771112174.207216,2,28,0,0,28,49.5703,49.7913,280.00,-0.6656
16,1771112187.2646043,2,5,0,0,5,50.0036,0.0000,25.00,0.0000
17,1771112207.6749656,2,8,0,0,8,49.1208,50.1653,40.00,-0.4070
18,1771112235.0948038,2,10,0,0,10,48.2663,50.4096,50.00,0.8805
19,1771112250.3660386,2,13,0,0,13,49.5543,49.9797,81.25,-0.8217
