crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111438.9984035,2,10,0,10,0,6.1763,6.6764,31.25,0.5001
1,1771111465.4180424,2,11,0,11,0,5.7728,6.8941,27.50,1.1213
2,1771111540.3677125,2,6,0,6,0,7.1610,7.8467,15.00,0.6857
3,1771111574.387369,2,3,0,3,0,7.8611,7.6500,7.50,-0.2111
4,1771111588.0993638,2,17,0,17,0,6.3829,7.3499,44.74,0.9955
5,1771111666.9190907,2,12,0,12,0,6.8841,7.3778,30.00,0.1416
6,1771111749.7297118,2,13,0,13,0,6.5642,7.7305,40.62,0.6678
7,1771111759.418035,2,3,0,3,0,6.7724,7.6219,9.38,0.8494
8,1771111833.5081942,2,5,0,5,0,7.2485,8.0997,22.73,0.6422
9,1771111864.2681847,2,7,0,7,0,6.5981,7.3355,35.00,0.8814
10,1771111937.1180334,2,5,0,5,0,7.1941,6.3461,22.73,-0.7171
11,1771111937.8271346,2,1,0,1,0,7.5727,6.4408,4.17,-1.1319
12,1771111948.0187733,2,6,0,6,0,5.6200,7.8459,33.33,1.2741
13,1771112008.3780828,2,6,0,6,0,6.9997,7.2224,75.00,0.4944
14,1771112083.5472274,2,3,0,3,0,4.4403,0.0000,13.64,0.0000
15,1771112152.2367659,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771112182.1669266,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1771112186.368393,2,7,0,7,0,6.4984,7.5505,50.00,-0.3628
18,1771112255.1174269,2,2,0,2,0,7.1527,7.1168,14.29,-0.0359
19,1771112287.4579735,2,5,0,5,0,6.0477,5.9902,22.73,-0.9780
