crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111397.0427868,2,6,0,6,0,38.4140,38.9881,75.00,0.5621
1,1771111445.2131197,2,12,0,12,0,39.1502,39.8578,37.50,0.7076
2,1771111453.782856,2,20,0,20,0,39.6234,40.7548,62.50,0.8315
3,1771111479.7230864,2,9,0,9,0,41.3376,41.7926,19.57,0.4256
4,1771111496.9935791,2,12,0,12,0,39.9347,40.8779,27.27,0.8500
5,1771111573.7716148,2,2,0,2,0,41.8114,41.5986,5.88,-0.2128
6,1771111692.3028312,2,9,0,9,0,41.2625,41.7245,18.75,0.4620
7,1771111741.3018599,2,3,0,3,0,41.1826,42.3883,7.50,1.2056
8,1771111747.7924972,2,6,0,6,0,40.5085,41.3695,15.79,0.6788
9,1771111781.5827394,2,7,0,7,0,41.5647,41.8529,13.46,0.1806
10,1771111831.441806,2,4,0,4,0,41.9000,41.5535,8.00,-0.3465
11,1771111947.9035761,2,16,0,16,0,41.2315,41.8108,38.10,0.5793
12,1771111952.1322021,2,5,0,5,0,41.0500,41.5945,13.16,0.5445
13,1771111982.1123688,2,6,0,6,0,41.9980,42.0134,13.04,0.0154
14,1771112077.7614663,2,1,0,1,0,42.2497,41.6326,2.78,-0.6171
15,1771112146.3524735,2,7,0,7,0,41.0628,41.4973,17.50,0.4344
16,1771112196.6621926,2,6,0,6,0,40.8069,41.6795,13.64,0.8725
17,1771112224.2919352,2,1,0,1,0,41.5697,43.2466,3.33,1.6770
18,1771112240.4521794,2,3,0,3,0,41.5423,41.0192,16.67,0.0000
