crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771111460.6263793,2,12,0,12,0,52.5653,52.7577,30.00,0.1924
1,1771111486.6659448,2,5,0,5,0,52.5181,52.9490,12.50,0.4309
2,1771111505.2015884,2,10,0,10,0,52.5630,52.8185,25.00,0.2555
3,1771111516.8663495,2,6,0,6,0,52.7797,52.8078,20.00,-0.1485
4,1771111574.645682,2,5,0,5,0,52.2071,53.8208,10.42,1.6137
5,1771111582.647134,2,12,0,12,0,52.8644,53.2532,35.29,1.0193
6,1771111725.7359872,2,7,0,7,0,53.7048,54.3206,14.58,0.6157
7,1771111886.2264612,2,8,0,8,0,52.8446,53.8113,20.00,0.9667
8,1771111886.6479747,2,17,0,17,0,49.5280,53.4919,50.00,0.7889
9,1771111951.8054726,2,2,0,2,0,51.8196,53.1384,4.55,1.3188
10,1771111970.4680762,2,14,0,14,0,53.6099,54.2582,33.33,0.4325
11,1771111983.417164,2,13,0,13,0,54.1233,53.7543,34.21,-0.2388
12,1771111998.7559326,2,6,0,6,0,44.0811,53.6382,23.08,0.7597
13,1771112104.1454592,2,4,0,4,0,40.1984,54.1199,12.50,0.5221
14,1771112130.8774834,2,14,0,14,0,48.5715,53.0535,43.75,0.7458
15,1771112156.9201167,2,7,0,7,0,45.3981,53.5407,18.42,0.9131
16,1771112189.675688,2,4,0,4,0,39.4799,53.8166,15.38,1.1768
17,1771112232.7958417,2,5,0,5,0,42.5690,53.8243,14.71,0.6131
18,1771112270.4760427,2,8,0,8,0,40.2354,53.4154,25.00,-0.3189
