crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771099078.1415603,2,3,0,3,0,47.9634,0.0000,75.00,0.0000
1,1771099094.370961,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771099152.264573,2,21,0,21,0,48.7755,50.1414,95.45,1.1297
3,1771099175.5922654,2,7,0,7,0,49.2250,49.4294,20.59,0.2044
4,1771099187.2518313,2,4,0,0,4,50.2960,50.1217,12.50,-0.1743
5,1771099303.1333835,2,15,0,15,0,48.8549,49.6509,41.67,0.0947
6,1771099315.0231357,2,12,0,0,12,49.0048,0.0000,40.00,0.0000
7,1771099327.4310586,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
8,1771099436.994457,2,19,0,19,0,48.5822,49.4404,59.38,0.6767
9,1771099442.5172038,2,25,0,0,25,49.3296,49.9402,250.00,0.1491
10,1771099467.0643961,2,14,0,0,14,48.4302,50.3779,50.00,1.4529
11,1771099539.5159426,2,33,0,0,33,49.6433,0.0000,825.00,0.0000
12,1771099573.3533688,2,8,0,0,8,50.1101,0.0000,28.57,0.0000
13,1771099617.64445,2,24,0,0,24,49.6339,0.0000,92.31,0.0000
14,1771099623.3447437,2,17,0,0,17,49.9206,51.2489,70.83,1.3456
15,1771099708.2825367,2,6,0,0,6,51.0045,0.0000,18.75,0.0000
16,1771099738.7516828,2,6,0,0,6,50.7886,0.0000,15.79,0.0000
17,1771099741.514762,2,21,0,0,21,48.9333,0.0000,175.00,0.0000
18,1771099901.2941067,2,12,0,0,12,51.2957,0.0000,37.50,0.0000
19,1771099908.328487,2,15,0,0,15,48.9310,0.0000,62.50,0.0000
