No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759086251.3442953,0,1,0.0234,0.0164,0.0249,6.0,0.0,7.9,None,None,402.481,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2060.902387401331
0,1759086251.3446288,0.0,1,0.0234,0.0164,0.0249,6.0,0.0,8.9,None,None,5.216,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2060.902387401331
0,1759086251.364209,0.0,2,0.0438,0.0268,0.0249,12.0,0.0,8.43,None,None,10.898,True,None,sfc_cache_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,14.5,8.25,2080.0557692307693
0,1759086251.3644624,0.0,2,0.0438,0.0268,0.0249,12.0,0.0,6.58,None,None,5.226,True,None,sfc_unique_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,14.5,8.25,2080.0557692307693
0,1759086251.3983119,0.1,3,0.0643,0.0372,0.0249,18.0,0.0,8.16,None,None,17.434,True,None,sfc_cache_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,14.166666666666666,5.5,2099.2091510602077
0,1759086251.3987384,0.1,3,0.0643,0.0372,0.0249,18.0,0.0,6.8,None,None,9.011,True,None,sfc_unique_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,14.166666666666666,5.5,2099.2091510602077
0,1759086251.4275377,0.1,4,0.0847,0.0504,0.0249,24.0,0.0,9.88,None,None,16.699,True,None,sfc_cache_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,14.0,4.125,2127.0020623742457
0,1759086251.4277773,0.1,4,0.0847,0.0504,0.0249,24.0,0.0,8.24,None,None,5.373,True,None,sfc_unique_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,14.0,4.125,2127.0020623742457
0,1759086272.9540215,21.6,6,0.1081,0.0656,0.0499,30.0,0.0,9.53,None,None,11.448,True,None,sfc_cache_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,14.3,6.6,2147.9044497755767
0,1759086272.9542885,21.6,6,0.1081,0.0656,0.0499,30.0,0.0,9.06,None,None,5.735,True,None,sfc_unique_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,14.3,6.6,2147.9044497755767
0,1759086272.9756117,21.6,7,0.1315,0.0869,0.0748,36.0,0.0,11.13,None,None,10.696,True,None,sfc_cache_p2_2,0,None,12,99.0,13,12,0,0,0,False,100.0,14.5,8.25,2175.7717032967034
0,1759086272.9758587,21.6,7,0.1315,0.0869,0.0748,36.0,0.0,8.58,None,None,5.671,True,None,sfc_unique_p2_2,0,None,12,99.0,13,12,0,0,0,False,100.0,14.5,8.25,2175.7717032967034
0,1759086272.9985003,21.7,8,0.152,0.11,0.0748,42.0,0.0,10.06,None,None,10.686,True,None,sfc_cache_p3_2,0,None,16,132.0,16,14,0,0,0,False,100.0,14.357142857142858,7.071428571428571,2213.055989010989
0,1759086272.9987516,21.7,8,0.152,0.11,0.0748,42.0,0.0,11.46,None,None,5.716,True,None,sfc_unique_p3_2,0,None,16,132.0,16,14,0,0,0,False,100.0,14.357142857142858,7.071428571428571,2213.055989010989
0,1759086273.0218346,21.7,9,0.1724,0.1286,0.0748,48.0,0.0,9.38,None,None,12.028,True,None,sfc_cache_p4_2,0,None,20,165.0,19,16,0,0,0,False,100.0,14.25,6.1875,2226.9596386008357
0,1759086273.0221,21.7,9,0.1724,0.1286,0.0748,48.0,0.0,8.32,None,None,5.39,True,None,sfc_unique_p4_2,0,None,20,165.0,19,16,0,0,0,False,100.0,14.25,6.1875,2226.9596386008357
0,1759086289.9664032,38.6,11,0.1958,0.1377,0.0998,54.0,0.0,7.28,None,None,15.308,True,None,sfc_cache_p1_3,0,None,20,165.0,20,18,0,0,0,False,100.0,14.38888888888889,7.333333333333333,2258.18545503792
0,1759086289.966664,38.6,11,0.1958,0.1377,0.0998,54.0,0.0,5.91,None,None,6.145,True,None,sfc_unique_p1_3,0,None,20,165.0,20,18,0,0,0,False,100.0,14.38888888888889,7.333333333333333,2258.18545503792
0,1759086289.9898343,38.6,12,0.2192,0.1435,0.1247,60.0,0.0,7.18,None,None,10.787,True,None,sfc_cache_p2_3,0,None,20,165.0,22,20,0,0,0,False,100.0,14.5,8.25,2282.2544845999073
0,1759086289.9900913,38.6,12,0.2192,0.1435,0.1247,60.0,0.0,5.23,None,None,5.692,True,None,sfc_unique_p2_3,0,None,20,165.0,22,20,0,0,0,False,100.0,14.5,8.25,2282.2544845999073
0,1759086290.0110853,38.7,13,0.2396,0.1493,0.1247,66.0,0.0,9.3,None,None,10.389,True,None,sfc_cache_p3_3,0,None,24,198.0,25,22,0,0,0,False,100.0,14.409090909090908,7.5,2304.1938128772636
0,1759086290.011337,38.7,13,0.2396,0.1493,0.1247,66.0,0.0,6.22,None,None,5.157,True,None,sfc_unique_p3_3,0,None,24,198.0,25,22,0,0,0,False,100.0,14.409090909090908,7.5,2304.1938128772636
0,1759086290.043259,38.7,14,0.2601,0.155,0.1247,72.0,0.0,7.18,None,None,17.5,True,None,sfc_cache_p4_3,0,None,28,231.0,28,24,0,0,0,False,100.0,14.333333333333334,6.875,2305.746978021978
0,1759086290.043501,38.7,14,0.2601,0.155,0.1247,72.0,0.0,5.65,None,None,6.148,True,None,sfc_unique_p4_3,0,None,28,231.0,28,24,0,0,0,False,100.0,14.333333333333334,6.875,2305.746978021978
0,1759086310.9822512,59.6,16,0.2835,0.1588,0.1497,78.0,0.0,7.77,None,None,15.176,True,None,sfc_cache_p1_4,0,None,28,231.0,29,26,0,0,0,False,100.0,14.423076923076923,7.615384615384615,2320.2571157715524
0,1759086310.9825299,59.6,16,0.2835,0.1588,0.1497,78.0,0.0,6.0,None,None,7.962,True,None,sfc_unique_p1_4,0,None,28,231.0,29,26,0,0,0,False,100.0,14.423076923076923,7.615384615384615,2320.2571157715524
0,1759086311.008031,59.7,17,0.3069,0.1632,0.1746,84.0,0.0,6.81,None,None,12.341,True,None,sfc_cache_p2_4,0,None,28,231.0,31,28,0,0,0,False,100.0,14.5,8.25,2344.4840156322553
