crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771108999.5150018,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771109016.4649954,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771109047.2550457,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771109058.7560418,2,11,0,0,11,19.9881,0.0000,32.35,0.0000
4,1771109149.895494,2,1,0,0,1,20.9707,0.0000,2.17,0.0000
5,1771109159.006424,2,12,0,0,12,19.5595,0.0000,35.29,0.0000
6,1771109193.058328,2,22,0,0,22,21.6923,0.0000,183.33,0.0000
7,1771109285.545819,2,6,0,0,6,20.8450,0.0000,17.65,0.0000
8,1771109295.3984227,2,20,0,0,20,21.1140,0.0000,76.92,0.0000
9,1771109424.9979079,2,26,0,0,26,22.0036,0.0000,162.50,0.0000
10,1771109511.7271159,2,13,0,0,13,21.0162,21.4474,32.50,0.4312
11,1771109517.7169716,2,10,0,0,10,21.1595,0.0000,38.46,0.0000
12,1771109538.288661,2,19,0,0,19,22.0913,0.0000,118.75,0.0000
13,1771109551.7880235,2,18,0,0,18,21.0687,0.0000,112.50,0.0000
14,1771109625.7559063,2,5,0,0,5,20.7277,21.2836,15.62,0.5559
15,1771109731.7656682,2,3,0,0,3,21.7851,0.0000,6.82,0.0000
16,1771109733.8273354,2,11,0,0,11,22.7397,0.0000,45.83,0.0000
17,1771109734.8759415,2,3,0,0,3,20.7989,0.0000,9.38,0.0000
18,1771109834.7249732,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771109876.9850283,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
