crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771100934.5879555,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771100942.517889,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771100977.6679032,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771101127.2387648,2,2,0,0,2,49.1439,0.0000,4.55,0.0000
4,1771101167.9784162,2,1,0,0,1,50.4510,0.0000,1.85,0.0000
5,1771101292.829427,2,9,0,9,0,50.2198,50.9072,22.50,0.6875
6,1771101321.1388283,2,6,0,6,0,50.5046,0.0000,15.00,0.0000
7,1771101353.6196795,2,10,0,0,10,49.5734,0.0000,38.46,0.0000
8,1771101386.3783479,2,1,0,1,0,50.6958,0.0000,1.85,0.0000
9,1771101403.1325414,2,30,0,0,30,50.4413,51.0067,250.00,-0.0000
10,1771101475.0278955,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771101639.6882792,2,1,0,1,0,49.2933,0.0000,3.33,0.0000
12,1771101670.207902,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1771101671.5295389,2,9,0,0,9,50.4085,0.0000,56.25,0.0000
14,1771101686.68852,2,3,0,0,3,50.4151,0.0000,11.54,0.0000
15,1771101698.3578885,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771101797.48895,2,13,0,0,13,49.6765,0.0000,46.43,0.0000
17,1771101798.1825116,2,1,0,0,1,49.8387,0.0000,3.12,0.0000
18,1771101826.9578946,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771101868.517939,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
