crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771167483.049428,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771167494.2994113,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771167499.3793442,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771167502.8093297,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
4,1771167547.610064,2,1,0,0,1,50.7532,0.0000,3.33,0.0000
5,1771167574.9394424,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771167611.6193602,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771167619.03968,2,1,0,0,1,50.8177,0.0000,3.33,0.0000
8,1771167699.1293602,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771167886.1423945,2,35,0,0,35,50.4067,0.0000,1750.00,0.0000
10,1771167959.0194235,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771167970.1399522,2,5,0,0,5,50.3211,0.0000,31.25,0.0000
12,1771168071.829409,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1771168112.1893692,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771168149.6620839,2,33,0,0,33,50.8741,0.0000,825.00,0.0000
15,1771168160.6099665,2,3,0,0,3,50.9095,51.7820,75.00,0.8724
16,1771168169.4497135,2,1,0,0,1,51.2077,0.0000,50.00,0.0000
17,1771168220.3601673,2,6,0,0,6,50.8323,0.0000,60.00,0.0000
18,1771168252.9400241,2,1,0,0,1,51.2073,0.0000,3.33,0.0000
19,1771168265.9807742,2,4,0,0,4,50.6725,0.0000,12.50,0.0000
