crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771176360.6811922,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771176400.0811872,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771176410.981249,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771176483.1146724,2,5,0,0,5,11.3510,11.5046,10.42,1.5639
4,1771176626.4311886,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1771176823.2119029,2,2,0,0,2,12.6541,0.0000,5.56,0.0000
6,1771176853.7415826,2,1,0,0,1,13.0750,12.4263,2.08,-0.6487
7,1771176864.7749963,2,27,0,0,27,9.6469,0.0000,225.00,0.0000
8,1771176929.1511943,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771177007.2917242,2,4,0,0,4,12.3392,12.8835,7.14,0.5443
10,1771177040.5011275,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771177053.2315137,2,2,0,0,2,12.8705,13.0771,3.57,0.2066
12,1771177080.0616229,2,2,0,0,2,13.1427,12.9445,3.70,1.2338
13,1771177082.3144133,2,32,0,0,32,10.5680,11.8203,177.78,0.7152
14,1771177088.411334,2,1,0,0,1,12.9445,12.3819,3.85,-0.5626
15,1771177088.7113643,2,1,0,0,1,13.1313,12.1239,3.85,-1.0073
16,1771177133.6712363,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1771177157.9211252,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771177163.571231,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1771177303.9216163,2,1,0,0,1,9.1997,10.0386,2.08,0.8389
