crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
3,sfc_unique_p4_7,True,False,N/A,-13.556048886611302,0.03321957588195801,N/A,-13.556048886611302,-21.0,High,Slow Recover
3,sfc_unique_p3_7,True,False,N/A,-14.926048886611301,0.06297898292541504,N/A,-14.926048886611301,-21.0,High,Slow Recover
3,sfc_unique_p1_7,True,False,N/A,-14.399282248829651,0.09279465675354004,N/A,-14.399282248829651,-21.0,High,Slow Recover
3,sfc_cache_p4_6,True,False,N/A,-16.565924637686454,0.1259019374847412,N/A,-16.565924637686454,-10.0,High,Slow Recover
3,sfc_cache_p3_6,True,False,N/A,-14.435924637686453,0.1567070484161377,N/A,-14.435924637686453,-10.0,High,Slow Recover
3,sfc_cache_p2_6,True,False,N/A,-15.105924637686453,0.19623708724975586,N/A,-15.105924637686453,-1.67,High,Slow Recover
3,sfc_cache_p1_6,True,False,N/A,-8.055924637686454,0.25067877769470215,N/A,-8.055924637686454,-10.0,High,Slow Recover
4,sfc_cache_p1_8,True,False,N/A,-12.980653951025912,0.05142498016357422,N/A,-12.980653951025912,-10.0,High,Slow Recover
5,sfc_cache_p4_9,True,False,N/A,-15.600729551970762,0.05404210090637207,N/A,-15.600729551970762,-1.67,High,Slow Recover
5,sfc_cache_p4_10,True,False,N/A,-13.585898371463227,0.1131887435913086,N/A,-13.585898371463227,-10.0,High,Slow Recover
5,sfc_cache_p3_9,True,False,N/A,-12.960729551970763,0.17133164405822754,N/A,-12.960729551970763,-10.0,High,Slow Recover
5,sfc_cache_p3_10,True,False,N/A,-10.485898371463225,0.22787141799926758,N/A,-10.485898371463225,-6.0,High,Slow Recover
5,sfc_cache_p2_10,True,False,N/A,-10.455898371463226,0.28692030906677246,N/A,-10.455898371463226,-10.0,High,Slow Recover
5,sfc_cache_p1_8,True,False,N/A,-11.72192318388615,0.34304070472717285,N/A,-11.72192318388615,-6.0,High,Slow Recover
5,sfc_cache_p1_10,True,False,N/A,-14.235898371463225,0.4029061794281006,N/A,-14.235898371463225,-1.67,High,Slow Recover
6,sfc_unique_p4_11,True,False,N/A,-14.109046022443938,0.05046725273132324,N/A,-14.109046022443938,-21.0,High,Slow Recover
6,sfc_unique_p2_12,True,False,N/A,-11.789046022443937,0.10373401641845703,N/A,-11.789046022443937,-21.0,High,Slow Recover
6,sfc_cache_p4_14,True,False,N/A,-17.28303831446805,0.35076093673706055,N/A,-17.28303831446805,-10.0,High,Slow Recover
6,sfc_cache_p4_12,True,False,N/A,-14.709046022443935,0.40177273750305176,N/A,-14.709046022443935,-1.67,High,Slow Recover
6,sfc_cache_p4_10,True,False,N/A,-16.62129944754848,0.45252346992492676,N/A,-16.62129944754848,-10.0,High,Slow Recover
6,sfc_cache_p3_14,True,False,N/A,-17.60303831446805,0.5079264640808105,N/A,-17.60303831446805,-1.67,High,Slow Recover
6,sfc_cache_p3_12,True,False,N/A,-17.90904602244394,0.5601365566253662,N/A,-17.90904602244394,-10.0,High,Slow Recover
6,sfc_cache_p3_10,True,False,N/A,-17.45604074110441,0.6172866821289062,N/A,-17.45604074110441,-10.0,High,Slow Recover
6,sfc_cache_p2_14,True,False,N/A,-15.883038314468049,0.6706547737121582,N/A,-15.883038314468049,-1.67,High,Slow Recover
6,sfc_cache_p2_10,True,False,N/A,-18.007203748696867,0.7272753715515137,N/A,-18.007203748696867,-5.67,High,Slow Recover
6,sfc_cache_p1_14,True,False,N/A,-15.08303831446805,0.7814078330993652,N/A,-15.08303831446805,-10.0,High,Slow Recover
