crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771109024.373954,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771109080.6839006,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771109206.3543494,2,1,0,1,0,5.5753,6.1808,2.08,0.6055
3,1771109237.6264193,2,12,0,12,0,5.1802,5.8832,25.00,0.7030
4,1771109306.487472,2,28,0,28,0,5.7001,6.0125,56.00,0.2671
5,1771109370.665419,2,8,0,8,0,5.7820,5.9631,20.00,0.1810
6,1771109374.1642685,2,1,0,1,0,5.2287,5.2011,2.50,-0.0277
7,1771109383.6651723,2,3,0,3,0,6.4623,5.8871,6.52,-0.8110
8,1771109466.4571397,2,26,0,26,0,5.5333,6.2238,50.00,0.6978
9,1771109600.4750278,2,6,0,6,0,5.5619,5.7851,15.00,0.2232
10,1771109633.9539087,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771109692.395731,2,10,0,10,0,5.4380,6.2211,25.00,0.7831
12,1771109733.5173864,2,25,0,25,0,5.6105,5.8006,59.52,0.1721
13,1771109768.9252703,2,8,0,8,0,6.0954,0.0000,22.22,0.0000
14,1771109785.724173,2,1,0,1,0,4.8093,6.6757,2.08,1.8664
15,1771109854.9139113,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771109874.795196,2,8,0,8,0,5.2742,5.8950,21.05,0.7097
