crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771109259.4558983,2,5,5,0,0,39.2212,39.3960,10.42,0.1747
1,1771109271.6932697,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1771109313.523502,2,2,2,0,0,39.3677,40.2188,3.57,0.8511
3,1771109394.053619,2,2,2,0,0,39.9927,40.1616,3.57,0.1689
4,1771109445.8332443,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1771109594.8835192,2,1,1,0,0,40.4165,41.4333,2.08,1.0168
6,1771109645.3332589,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771109649.6937895,2,3,3,0,0,40.7185,40.6859,6.25,-0.0326
8,1771109679.7337854,2,2,2,0,0,39.4091,40.0351,4.17,0.6260
9,1771109700.6539276,2,3,3,0,0,39.3589,39.7450,6.25,0.3860
10,1771109792.703626,2,1,1,0,0,40.3908,40.3741,1.79,-0.0167
