crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771101103.922946,2,4,4,0,0,33.2025,34.0079,8.33,0.8054
1,1771101182.9530613,2,3,3,0,0,33.5301,34.4417,5.36,0.9116
2,1771101210.7927988,2,2,2,0,0,32.2513,33.0707,4.17,0.8194
3,1771101273.4625518,2,1,1,0,0,33.3475,33.3475,2.50,0.0000
4,1771101411.992574,2,1,1,0,0,31.5029,31.5029,1.79,0.0000
5,1771101450.1823053,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771101540.142275,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1771101646.0528295,2,2,2,0,0,32.6227,33.8704,4.17,1.2476
8,1771101648.21926,2,2,2,0,0,33.4539,33.7477,3.70,0.0000
9,1771101680.0228157,2,1,1,0,0,34.2708,34.8703,2.08,0.5995
10,1771101694.573036,2,4,4,0,0,32.6254,0.0000,8.00,0.0000
11,1771101712.8923142,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771101835.3426828,2,2,2,0,0,33.4837,0.0000,3.70,0.0000
13,1771101861.173485,2,5,5,0,0,32.6168,32.6098,9.62,0.0781
