crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771101087.1273003,2,4,4,0,0,9.5038,9.9950,9.09,0.4434
1,1771101132.2070522,2,4,4,0,0,9.6539,11.1707,8.33,1.5168
2,1771101184.5780065,2,7,7,0,0,9.8456,10.1226,14.58,0.2771
3,1771101211.2571633,2,7,7,0,0,9.2894,10.2526,15.91,0.3208
4,1771101217.1270761,2,3,3,0,0,10.4149,10.8013,6.25,0.3864
5,1771101241.5463588,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771101254.8574612,2,4,4,0,0,10.3046,10.1676,9.09,0.0000
7,1771101351.3572202,2,4,4,0,0,9.5261,10.3092,10.00,0.7831
8,1771101353.9167578,2,1,1,0,0,8.2416,9.8245,2.50,1.5829
9,1771101518.956979,2,4,4,0,0,8.6785,9.4257,10.00,0.7472
10,1771101527.1471586,2,5,5,0,0,9.4756,11.0495,10.87,1.3113
11,1771101553.8462987,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
12,1771101583.4270217,2,4,4,0,0,9.2864,0.0000,7.14,0.0000
13,1771101605.0473778,2,5,5,0,0,11.2260,0.0000,10.42,0.0000
14,1771101615.5363376,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771101639.4263463,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
16,1771101776.3271785,2,4,4,0,0,9.5115,10.5903,8.70,0.7563
17,1771101804.2963047,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1771101854.6467075,2,1,1,0,0,9.2498,0.0000,2.17,0.0000
