crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771109086.4367688,2,3,3,0,0,21.2929,22.1013,5.36,0.8084
1,1771109198.4564452,2,4,4,0,0,21.7032,22.3666,10.00,0.6634
2,1771109295.3661487,2,2,2,0,0,21.4447,22.0357,4.17,0.5909
3,1771109394.946475,2,4,4,0,0,21.5724,21.7669,7.14,0.1945
4,1771109422.1563866,2,3,3,0,0,21.8906,21.4721,6.25,-0.4185
5,1771109451.8757043,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771109452.4470577,2,7,7,0,0,21.7619,21.8223,16.67,-0.2879
7,1771109473.06597,2,1,1,0,0,21.8430,21.8430,2.50,0.0000
8,1771109496.4156694,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
9,1771109564.2462225,2,2,2,0,0,22.1367,22.2881,4.17,0.1514
10,1771109652.595991,2,1,1,0,0,21.4569,22.1582,2.38,0.7012
11,1771109703.67626,2,1,1,0,0,21.7711,22.9214,2.08,1.1504
12,1771109857.7565546,2,4,4,0,0,20.9921,21.4817,7.14,0.4895
13,1771109857.9356737,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
