crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771100996.716103,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771101007.9066758,2,1,1,0,0,37.1627,0.0000,2.63,0.0000
2,1771101100.7060513,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1771101140.8468008,2,1,0,1,0,37.5509,37.5509,1.79,0.0000
4,1771101157.64647,2,1,0,1,0,37.5509,37.9962,2.08,0.4453
5,1771101227.658843,2,20,0,20,0,36.4374,37.1135,35.71,0.6762
6,1771101341.7676408,2,10,0,10,0,33.0516,37.7651,20.83,1.0411
7,1771101383.3577666,2,15,0,15,0,36.0699,36.6259,31.25,0.5560
8,1771101409.818318,2,12,0,12,0,36.8840,37.7470,30.00,0.8630
9,1771101516.308999,2,1,1,0,0,36.7645,36.7596,2.27,-0.0050
10,1771101550.3864994,2,2,0,2,0,36.2220,38.3121,5.00,2.0900
11,1771101557.1767564,2,3,0,3,0,25.5414,37.9041,7.89,-1.2034
12,1771101628.906101,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1771101632.1989052,2,11,0,11,0,36.9173,37.9530,36.67,0.5843
14,1771101680.786085,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771101824.3283715,2,14,0,14,0,36.4752,36.6799,38.89,0.4190
16,1771101837.768429,2,12,0,12,0,36.6447,36.8704,31.58,-0.1143
17,1771101880.9265165,2,2,0,2,0,36.5823,37.6431,4.35,1.0607
