crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771012230.371767,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771012266.282213,2,1,0,0,1,20.1906,0.0000,3.33,0.0000
2,1771012362.5330317,2,4,0,0,4,19.9330,20.1101,8.00,0.0000
3,1771012368.4452548,2,23,0,0,23,19.7222,0.0000,95.83,0.0000
4,1771012417.5436466,2,10,0,0,10,19.7300,0.0000,31.25,0.0000
5,1771012443.8918314,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771012500.253818,2,22,0,0,22,19.6900,0.0000,100.00,0.0000
7,1771012537.2724397,2,8,0,0,8,19.0897,0.0000,20.00,0.0000
8,1771012615.2723973,2,5,0,0,5,19.7441,20.4659,14.71,0.7219
9,1771012662.8846183,2,24,0,0,24,19.8167,0.0000,171.43,0.0000
10,1771012680.79474,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
11,1771012711.872939,2,10,0,0,10,18.6837,0.0000,125.00,0.0000
12,1771012745.5520654,2,1,0,0,1,19.6568,0.0000,5.56,0.0000
13,1771012771.1117501,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1771012776.241766,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
15,1771012928.8420792,2,1,0,1,0,20.5217,0.0000,2.50,0.0000
16,1771012956.3717885,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1771012997.4221678,2,1,0,1,0,19.4580,0.0000,2.63,0.0000
18,1771013087.3833728,2,11,0,0,11,20.3448,0.0000,55.00,0.0000
19,1771013116.432117,2,1,0,1,0,20.1718,20.1718,2.50,0.0000
