crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771100917.1852176,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1771100980.7266402,2,11,0,0,11,41.5284,0.0000,91.67,0.0000
2,1771101074.8857386,2,1,0,0,1,42.4739,0.0000,1.85,0.0000
3,1771101082.1995354,2,32,0,0,32,41.7966,0.0000,177.78,0.0000
4,1771101123.195587,2,1,0,1,0,42.0809,0.0000,2.17,0.0000
5,1771101181.6491103,2,22,0,0,22,41.6647,0.0000,157.14,0.0000
6,1771101272.036952,2,10,0,10,0,41.5888,42.3279,35.71,0.4349
7,1771101280.066455,2,4,0,4,0,42.3512,42.6963,10.00,0.1853
8,1771101283.0166001,2,6,0,0,6,41.7238,0.0000,17.65,0.0000
9,1771101344.7652252,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
10,1771101430.606383,2,9,0,0,9,41.7725,0.0000,25.00,0.0000
11,1771101463.8182485,2,21,0,0,21,41.6662,0.0000,150.00,0.0000
12,1771101571.8784006,2,2,0,2,0,41.6607,41.5043,5.00,-0.1565
13,1771101622.0074797,2,19,0,0,19,41.8569,0.0000,86.36,0.0000
14,1771101667.3779826,2,23,0,0,23,41.7890,0.0000,95.83,0.0000
15,1771101736.1682498,2,21,0,0,21,41.7727,0.0000,95.45,0.0000
16,1771101745.087509,2,10,0,0,10,41.5527,0.0000,33.33,0.0000
17,1771101816.086731,2,9,0,9,0,42.2002,42.8004,18.75,0.6002
18,1771101836.318757,2,28,0,0,28,41.7790,42.5049,200.00,-0.8917
19,1771101846.1066577,2,7,0,0,7,42.1103,42.6895,50.00,0.1039
