crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771012269.593227,2,9,0,9,0,5.8297,6.2360,56.25,-0.0885
1,1771012341.9224033,2,4,0,4,0,5.7580,6.3717,10.00,0.6137
2,1771012348.1927571,2,5,5,0,0,5.6950,6.6974,13.89,0.7836
3,1771012398.9630263,2,9,0,9,0,6.1372,6.4518,40.91,0.0885
4,1771012408.4723012,2,2,2,0,0,6.4392,7.2738,5.00,0.8346
5,1771012440.6518166,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771012667.642446,2,4,0,4,0,5.1886,0.0000,9.52,0.0000
7,1771012729.1533113,2,10,0,10,0,6.1371,6.8083,29.41,0.5730
8,1771012764.8626626,2,4,0,4,0,5.5720,6.5015,8.33,0.9295
9,1771012800.4247468,2,22,0,22,0,6.2338,6.5784,47.83,0.3498
10,1771012802.9741826,2,10,0,10,0,6.3429,7.5106,29.41,1.1722
11,1771012888.1625786,2,3,3,0,0,7.2588,7.3317,7.14,-0.5916
12,1771012951.0978825,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1771012993.7720907,2,1,1,0,0,7.3824,7.4961,2.50,0.1137
14,1771013112.8520958,2,1,1,0,0,7.0364,0.0000,2.78,0.0000
15,1771013151.5421243,2,1,1,0,0,7.9149,0.0000,2.78,0.0000
