No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,server_energy_consumption,mobile_energy_consumption,total_energy_consumption
0,1762054450.301158,0,1,0.0,0.0781,0.0025,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,3.65,2.22,1.43,None,0.0001850128173828125,21.627,True,None,sfc_cache_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,2095.5687973997833,10.0,2105.5687973997833
0,1762054450.3019514,0.0,1,0.0,0.0781,0.0025,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,5.59,2.99,2.6,None,0.0001850128173828125,23.888,True,None,sfc_unique_p1_1,0,None,0,0,0,1,2,0,0,0,False,100.0,0.0,15.5,16.5,2095.5687973997833,10.0,2105.5687973997833
0,1762054450.3509927,0.0,2,0.0,0.1462,0.0106,0.0249,0.0,14.6155,2.4947,0.0,0.0,0.0,5.21,2.31,2.9,None,0.08238029479980469,20.708,True,None,sfc_cache_p2_1,0,None,0,4,33.0,4,4,0,0,0,False,100.0,0.0,14.5,8.25,2115.8640303358616,20.0,2135.8640303358616
0,1762054450.351632,0.1,2,0.0,0.1462,0.0106,0.0249,0.0,14.6155,2.4947,0.0,0.0,0.0,6.15,2.99,3.16,None,0.08238029479980469,23.67,True,None,sfc_unique_p2_1,0,None,0,4,33.0,4,4,0,0,0,False,100.0,0.0,14.5,8.25,2115.8640303358616,20.0,2135.8640303358616
0,1762054450.4013708,0.1,3,0.0,0.2134,0.0223,0.0499,0.0,21.3361,4.9894,0.0,0.0,0.0,5.02,2.4,2.62,None,0.13199377059936523,20.42,True,None,sfc_cache_p3_1,0,None,0,8.33,33.0,6,6,0,0,0,False,100.0,0.0,14.111666666666666,11.0,2161.4978331527627,30.0,2191.4978331527627
0,1762054450.4019728,0.1,3,0.0,0.2134,0.0223,0.0499,0.0,21.3361,4.9894,0.0,0.0,0.0,6.94,3.74,3.2,None,0.13199377059936523,23.188,True,None,sfc_unique_p3_1,0,None,0,8.33,33.0,6,6,0,0,0,False,100.0,0.0,14.111666666666666,11.0,2161.4978331527627,30.0,2191.4978331527627
0,1762054450.4525907,0.2,4,0.0,0.2705,0.0385,0.0499,0.0,27.0487,4.9894,0.0,0.0,0.0,5.77,2.68,3.09,None,0.18229985237121582,20.182,True,None,sfc_cache_p4_1,0,None,0,16.66,66.0,10,8,0,0,0,False,100.0,0.0,13.4175,8.25,2184.5097508125677,40.0,2224.5097508125677
0,1762054450.4532125,0.2,4,0.0,0.2705,0.0385,0.0499,0.0,27.0487,4.9894,0.0,0.0,0.0,7.32,3.52,3.8,None,0.18229985237121582,23.581,True,None,sfc_unique_p4_1,0,None,0,16.66,66.0,10,8,0,0,0,False,100.0,0.0,13.4175,8.25,2184.5097508125677,40.0,2224.5097508125677
0,1762054450.5063035,0.2,5,0.0082,0.3058,0.0521,0.0499,0.9363,30.5766,4.9894,0.0,0.0,0.0,5.1,2.8,2.31,None,0.23253560066223145,20.446,True,None,sfc_cache_p5_1,0,None,0,24.99,99.0,13,10,0,0,0,False,100.0,0.867,12.134,6.6,2201.730382293763,50.0,2251.730382293763
0,1762054450.506896,0.2,5,0.0082,0.3058,0.0521,0.0499,0.9363,30.5766,4.9894,0.0,0.0,0.0,7.88,3.53,4.35,None,0.23253560066223145,23.468,True,None,sfc_unique_p5_1,0,None,0,24.99,99.0,13,10,0,0,0,False,100.0,0.867,12.134,6.6,2201.730382293763,50.0,2251.730382293763
