crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769988540.317928,2,16,0,16,0,18.3465,0.0000,61.54,0.0000
1,1769988598.4077296,2,6,0,6,0,17.2556,0.0000,15.00,0.0000
2,1769988666.4776728,2,4,0,4,0,19.1297,0.0000,11.76,0.0000
3,1769988682.3292787,2,26,0,26,0,18.7041,0.0000,185.71,0.0000
4,1769988684.478008,2,13,0,13,0,19.2803,0.0000,50.00,0.0000
5,1769988759.987078,2,3,0,3,0,20.8537,0.0000,10.00,0.0000
6,1769988760.1972015,2,3,0,3,0,19.7589,0.0000,10.00,0.0000
7,1769988813.7576365,2,17,0,17,0,17.4604,0.0000,106.25,0.0000
8,1769988840.7809412,2,36,0,36,0,19.1912,0.0000,900.00,0.0000
9,1769988851.538028,2,13,0,13,0,19.4870,0.0000,43.33,0.0000
10,1769988877.8589218,2,37,0,37,0,18.7350,0.0000,925.00,0.0000
11,1769989080.5397916,2,32,0,32,0,18.5915,0.0000,400.00,0.0000
12,1769989088.167519,2,8,0,8,0,19.5495,0.0000,30.77,0.0000
13,1769989115.7174067,2,6,0,6,0,19.1959,0.0000,16.67,0.0000
14,1769989125.83861,2,22,0,22,0,18.7281,0.0000,110.00,0.0000
15,1769989183.1873968,2,7,0,7,0,18.4254,0.0000,20.59,0.0000
16,1769989235.1965766,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1769989270.4765792,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
18,1769989304.5665762,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1769989347.0177677,2,37,0,37,0,18.7123,0.0000,0.00,0.0000
