crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769988422.143165,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769988464.2332208,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1769988494.5431972,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1769988602.1437063,2,1,0,0,1,17.9183,0.0000,2.78,0.0000
4,1769988700.8338394,2,7,0,0,7,17.7044,0.0000,31.82,0.0000
5,1769988735.3843102,2,12,0,0,12,17.1902,0.0000,85.71,0.0000
6,1769988797.1739304,2,2,0,0,2,18.5696,0.0000,4.35,0.0000
7,1769988804.8237374,2,5,0,0,5,19.2652,0.0000,13.16,0.0000
8,1769988875.0135145,2,2,0,0,2,19.8647,0.0000,5.88,0.0000
9,1769988899.4346187,2,9,0,0,9,18.0022,0.0000,32.14,0.0000
10,1769988925.4544969,2,14,0,0,14,17.9669,0.0000,77.78,0.0000
11,1769989007.3537533,2,3,0,0,3,17.7014,0.0000,7.89,0.0000
12,1769989015.2939334,2,3,0,0,3,18.0149,0.0000,8.33,0.0000
13,1769989027.9031858,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
14,1769989034.413752,2,2,0,0,2,18.9040,0.0000,6.67,0.0000
15,1769989170.0738869,2,6,0,0,6,17.5463,0.0000,37.50,0.0000
16,1769989302.734311,2,9,0,0,9,18.4466,0.0000,90.00,0.0000
17,1769989332.773608,2,6,0,0,6,18.3092,0.0000,33.33,0.0000
18,1769989353.0741906,2,13,0,0,13,17.9902,0.0000,92.86,0.0000
19,1769989359.9534886,2,2,0,0,2,18.4857,0.0000,10.00,0.0000
