crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769988531.9816782,2,3,3,0,0,34.0101,0.0000,8.82,0.0000
1,1769988720.2110357,2,4,4,0,0,35.6394,0.0000,12.50,0.0000
2,1769988881.3713467,2,7,7,0,0,35.3502,0.0000,15.91,0.0000
3,1769988957.3419137,2,5,5,0,0,34.6229,0.0000,13.16,0.0000
4,1769989015.4451332,2,4,4,0,0,34.7084,0.0000,8.70,0.0000
5,1769989059.1110828,2,4,4,0,0,35.1652,0.0000,9.52,0.0000
6,1769989171.642979,2,39,39,0,0,31.7926,0.0000,0.00,0.0000
7,1769989249.8313782,2,5,5,0,0,35.9141,0.0000,10.87,0.0000
8,1769989254.3315015,2,6,6,0,0,34.9058,0.0000,13.64,0.0000
9,1769989291.323688,2,30,30,0,0,31.6977,0.0000,0.00,0.0000
10,1769989341.0919576,2,14,14,0,0,30.9166,0.0000,41.18,0.0000
11,1769989342.2714484,2,6,6,0,0,34.2539,0.0000,25.00,0.0000
12,1769989347.9848917,2,34,34,0,0,33.0374,0.0000,0.00,0.0000
13,1769989386.801278,2,4,4,0,0,34.7976,0.0000,18.18,0.0000
