timestamp,2,5,6,8,9,14,18,23,25,28,33,34
1755097738.2954953,0.00,0.00,0.00,9.00,0.00,8.67,0.00,4.00,7.66,1.67,0.00,0.00
1755097738.2958808,0.00,0.00,0.00,9.00,0.00,8.67,0.00,4.00,7.66,1.67,0.00,0.00
1755097738.9016802,0.00,9.00,0.00,9.00,0.00,10.34,0.00,4.00,16.33,5.00,4.33,4.00
1755097738.9019227,0.00,9.00,0.00,9.00,0.00,10.34,0.00,4.00,16.33,5.00,4.33,4.00
1755097739.5299826,0.00,9.00,9.00,9.00,4.00,20.68,0.00,4.00,16.33,8.33,4.33,4.00
1755097739.5302317,0.00,9.00,9.00,9.00,4.00,20.68,0.00,4.00,16.33,8.33,4.33,4.00
1755097740.154521,8.67,9.00,9.00,13.00,4.00,20.68,9.00,4.00,16.33,13.33,4.33,4.00
1755097740.154755,8.67,9.00,9.00,13.00,4.00,20.68,9.00,4.00,16.33,13.33,4.33,4.00
