crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770129291.6610777,2,1,0,1,0,25.4587,0.0000,3.57,0.0000
1,1770129357.9722354,2,20,20,0,0,27.0410,0.0000,31.25,-28.0903
2,1770129372.3914604,2,22,22,0,0,26.7839,0.0000,34.38,-27.6606
3,1770129461.4915426,2,25,0,25,0,21.5027,0.0000,50.00,-26.5538
4,1770129473.2709095,2,9,0,0,9,21.5236,0.0000,21.43,0.0000
5,1770129480.5914323,2,40,40,0,0,20.9111,0.0000,111.11,-27.0001
6,1770129506.5916848,2,39,39,0,0,20.0889,0.0000,65.00,-27.9331
7,1770129567.8513236,2,27,0,27,0,24.0797,0.0000,40.91,0.0000
8,1770129593.3910391,2,13,0,13,0,21.4219,0.0000,22.41,0.0000
9,1770129610.6410222,2,24,24,0,0,17.7357,0.0000,46.15,0.0000
10,1770129624.6613286,2,31,0,31,0,17.6330,0.0000,59.62,0.0000
11,1770129642.0411751,2,8,8,0,0,20.4339,0.0000,16.67,0.0000
12,1770129730.2926495,2,57,57,0,0,22.8295,0.0000,105.56,0.0000
13,1770129732.200916,2,22,0,22,0,22.0036,0.0000,42.31,0.0000
14,1770129752.830667,2,7,7,0,0,19.3127,0.0000,11.29,0.0000
15,1770129755.3308368,2,22,22,0,0,14.5988,0.0000,36.67,0.0000
16,1770129841.621407,2,47,47,0,0,20.3551,0.0000,87.04,0.0000
17,1770129846.8316839,2,56,56,0,0,22.8811,0.0000,116.67,0.0000
