crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770057379.7922046,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770058208.9279385,2,8,0,8,0,27.6549,0.0000,57.14,0.0000
2,1770058209.5100744,2,1,0,1,0,29.2480,0.0000,5.56,0.0000
3,1770058209.51324,2,9,0,9,0,27.8215,28.5497,64.29,0.2769
4,1770058209.5135355,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
5,1770058209.5143516,2,5,0,0,5,28.3438,0.0000,35.71,0.0000
6,1770058209.5146265,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
7,1770058209.515025,2,2,0,0,2,27.5624,0.0000,14.29,0.0000
8,1770058209.5153527,2,1,0,0,1,27.5201,0.0000,7.14,0.0000
9,1770058209.5157795,2,3,0,3,0,26.8329,0.0000,21.43,0.0000
10,1770058209.516796,2,6,0,0,6,28.2065,0.0000,42.86,0.0000
11,1770058209.517142,2,1,0,1,0,27.5201,0.0000,7.14,0.0000
12,1770058209.5174215,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
13,1770058209.5179338,2,2,0,0,2,27.6027,0.0000,14.29,0.0000
14,1770058241.8025699,2,2,0,0,2,27.5624,0.0000,14.29,0.0000
