crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770599694.36575,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770599738.803725,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1770599776.2489705,2,24,0,24,0,12.2707,46.7093,24.49,0.2617
3,1770599828.2133448,2,21,0,21,0,39.9165,47.0271,14.38,0.6044
4,1770599855.0349567,2,9,9,0,0,30.7637,47.1292,6.43,0.8148
5,1770599944.6716516,2,18,18,0,0,23.4343,46.8811,14.52,0.6376
6,1770599965.0934334,2,16,16,0,0,26.3580,46.3123,14.29,-0.1328
7,1770600011.830833,2,24,0,24,0,25.2873,46.4843,29.27,-0.1762
8,1770600012.887853,2,6,6,0,0,15.4285,0.0000,9.09,0.0000
9,1770600087.472146,2,16,16,0,0,29.4177,45.5938,21.05,-0.7189
10,1770600137.1641145,2,24,24,0,0,19.7778,46.1731,30.77,0.0000
11,1770600178.5904646,2,12,12,0,0,38.2249,46.7678,12.37,1.2659
12,1770600213.3051693,2,23,0,23,0,18.6601,47.7315,32.86,-0.2702
13,1770600221.6605444,2,5,5,0,0,19.3505,47.1310,5.68,0.3744
14,1770600228.4724963,2,17,0,17,0,13.8695,47.4257,19.77,0.5336
15,1770600264.2902126,2,19,19,0,0,12.4664,47.3911,16.24,0.4630
16,1770600282.1629841,2,7,7,0,0,27.2905,47.4347,7.07,0.0409
17,1770600301.3490672,2,18,18,0,0,5.5458,0.0000,18.18,0.0000
18,1770600302.4800038,2,20,20,0,0,11.6737,0.0000,23.81,0.0000
19,1770600314.0798368,2,37,37,0,0,24.2591,46.8435,59.68,0.4024
20,1770600348.7914195,2,29,0,29,0,19.7440,46.2371,34.12,-0.0959
21,1770600824.0435205,2,26,26,0,0,17.8932,47.3940,27.96,0.7901
22,1770600824.0620246,2,16,16,0,0,11.7474,0.0000,39.02,0.0000
23,1770600824.0670419,2,8,8,0,0,0.0000,0.0000,19.51,0.0000
24,1770600824.0685568,2,5,5,0,0,9.7083,0.0000,12.20,0.0000
25,1770600824.0783095,2,25,0,25,0,20.8368,0.0000,60.98,0.0000
26,1770600824.0825653,2,24,0,24,0,11.8251,0.0000,58.54,0.0000
27,1770600824.106842,2,20,0,20,0,4.6485,0.0000,48.78,0.0000
28,1770600824.1249452,2,19,19,0,0,9.9750,0.0000,46.34,0.0000
29,1770600824.12889,2,5,5,0,0,9.2892,0.0000,12.20,0.0000
