crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1770562063.2703001,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1770562064.782488,2,2,0,0,2,44.7301,0.0000,8.70,0.0000
2,1770562106.2195594,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1770562148.1747394,2,15,0,0,15,41.9403,0.0000,46.88,0.0000
4,1770562172.6813853,2,16,16,0,0,42.0745,0.0000,50.00,0.0000
5,1770562179.7458606,2,16,16,0,0,36.1270,0.0000,76.19,0.0000
6,1770562193.2125707,2,20,0,20,0,31.2401,0.0000,83.33,0.0000
7,1770562209.085196,2,15,15,0,0,36.1562,0.0000,88.24,0.0000
8,1770562212.7024362,2,27,27,0,0,30.1893,0.0000,225.00,0.0000
9,1770562232.4770322,2,21,0,21,0,10.6000,0.0000,87.50,0.0000
10,1770562237.9166791,2,12,12,0,0,14.9593,0.0000,60.00,0.0000
11,1770562318.1384912,2,21,21,0,0,16.9096,0.0000,65.62,0.0000
