timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1770985873.1269774;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;150.00;150.00;262.33;390.00;160.00;150.00;0.00;0.00;320.00;224.67;112.33;0.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00
1770985873.1283991;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;150.00;150.00;262.33;390.00;160.00;150.00;0.00;0.00;320.00;224.67;112.33;0.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00
1770985873.3129234;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;450.00;770.00;460.00;732.33;620.00;160.00;150.00;0.00;0.00;320.00;337.00;272.33;150.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00
1770985873.3135767;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;450.00;770.00;460.00;732.33;620.00;160.00;150.00;0.00;0.00;320.00;337.00;272.33;150.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00
1770985873.4863384;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;230.00;230.00;300.00;600.00;930.00;620.00;797.00;652.33;192.33;182.33;80.00;0.00;320.00;337.00;272.33;150.00;300.00;0.00;320.00;0.00;0.00;112.33;150.00
1770985873.4869795;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;230.00;230.00;300.00;600.00;930.00;620.00;797.00;652.33;192.33;182.33;80.00;0.00;320.00;337.00;272.33;150.00;300.00;0.00;320.00;0.00;0.00;112.33;150.00
1770985873.686127;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;380.00;380.00;380.00;460.00;760.00;1090.00;1010.00;1091.67;802.33;342.33;482.33;230.00;480.00;320.00;449.33;272.33;150.00;300.00;0.00;320.00;0.00;150.00;262.33;150.00
1770985873.6867795;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;380.00;380.00;380.00;460.00;760.00;1090.00;1010.00;1091.67;802.33;342.33;482.33;230.00;480.00;320.00;449.33;272.33;150.00;300.00;0.00;320.00;0.00;150.00;262.33;150.00
1770985893.1564314;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;610.00;620.00;572.33;460.00;760.00;1090.00;1010.00;1091.67;952.33;422.33;562.33;310.00;480.00;320.00;599.33;272.33;150.00;300.00;310.00;320.00;112.33;150.00;262.33;150.00
1770985893.1577804;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;610.00;620.00;572.33;460.00;760.00;1090.00;1010.00;1091.67;952.33;422.33;562.33;310.00;480.00;320.00;599.33;272.33;150.00;300.00;310.00;320.00;112.33;150.00;262.33;150.00
