crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad
0,sfc_unique_p4_1,True,False,,-5.8836653983679,0.14474225044250488,,-5.8836653983679,-21.0
0,sfc_unique_p3_1,True,False,,-1.5396347540212592,0.17358613014221191,,-1.5396347540212592,-21.0
0,sfc_cache_p5_2,True,False,,-6.225774412530643,0.2025153636932373,,-6.225774412530643,-1.67
0,sfc_cache_p5_1,True,False,,-5.318729551970767,0.23128342628479004,,-5.318729551970767,-1.67
1,sfc_unique_p5_5,True,False,,-1.1190488866113046,0.041234493255615234,,-1.1190488866113046,-21.0
1,sfc_unique_p1_3,True,False,,-3.3129512909620304,0.08380770683288574,,-3.3129512909620304,-21.0
1,sfc_cache_p2_5,True,False,,-6.393444568140167,0.28171491622924805,,-6.393444568140167,-6.0
1,sfc_cache_p1_5,True,False,,-8.293444568140167,0.3250715732574463,,-8.293444568140167,-1.67
2,sfc_unique_p4_5,True,False,,-3.8390488866113053,0.0367584228515625,,-3.8390488866113053,-21.0
2,sfc_unique_p2_5,True,False,,-4.439048886611305,0.07409238815307617,,-4.439048886611305,-21.0
2,sfc_unique_p1_4,True,False,,6.448071757012217,0.11220216751098633,,6.448071757012217,-21.0
2,sfc_cache_p4_7,True,False,,-9.712052468888142,0.14855599403381348,,-9.712052468888142,-10.0
2,sfc_cache_p4_6,True,False,,-7.015009164869983,0.18740415573120117,,-7.015009164869983,-10.0
2,sfc_cache_p3_6,True,False,,-6.215009164869983,0.22594356536865234,,-6.215009164869983,-1.67
2,sfc_cache_p3_5,True,False,,-5.306795574723621,0.2653019428253174,,-5.306795574723621,-1.67
2,sfc_cache_p3_4,True,False,,-4.795991393529102,0.3072202205657959,,-4.795991393529102,-1.67
2,sfc_unique_p3_4,True,False,,-1.0659913935291012,0.30721569061279297,,-1.0659913935291012,-21.0
2,sfc_cache_p2_7,True,False,,-9.252052468888143,0.345595121383667,,-9.252052468888143,-1.67
2,sfc_cache_p2_4,True,False,,-6.279408363243611,0.3842618465423584,,-6.279408363243611,-10.0
2,sfc_cache_p2_3,True,False,,-0.2706979790743471,0.4234590530395508,,-0.2706979790743471,-10.0
2,sfc_unique_p2_3,True,False,,-1.360697979074347,0.42311954498291016,,-1.360697979074347,-21.0
2,sfc_cache_p1_7,True,False,,-1.6960096034709196,0.46344876289367676,,-1.6960096034709196,-5.67
2,sfc_unique_p1_7,True,False,,-6.565193238310387,0.46297168731689453,,-6.565193238310387,-21.0
2,sfc_cache_p1_6,True,False,,-8.156941612481212,0.5032613277435303,,-8.156941612481212,-5.67
2,sfc_unique_p1_6,True,False,,-1.254245682226303,0.5026407241821289,,-1.254245682226303,-21.0
2,sfc_cache_p1_3,True,False,,-3.784319397217815,0.7034599781036377,,-3.784319397217815,-10.0
2,sfc_unique_p1_3,True,False,,-0.6680369357320686,0.7027852535247803,,-0.6680369357320686,-21.0
3,sfc_unique_p5_8,True,False,,5.294845270326016,0.039095401763916016,,5.294845270326016,-21.0
3,sfc_unique_p5_5,True,False,,-0.5882854039676229,0.07871413230895996,,-0.5882854039676229,-21.0
3,sfc_unique_p5_3,True,False,,1.494990835130018,0.11725831031799316,,1.494990835130018,-21.0
3,sfc_unique_p4_5,True,False,,11.070951113388695,0.16057610511779785,,11.070951113388695,-21.0
3,sfc_unique_p2_3,True,False,,0.621074053263694,0.20071029663085938,,0.621074053263694,-21.0
3,sfc_unique_p1_7,True,False,,-0.821147266837654,0.24181771278381348,,-0.821147266837654,-21.0
3,sfc_cache_p4_7,True,False,,-2.6160096034709213,0.28176021575927734,,-2.6160096034709213,-10.0
3,sfc_unique_p4_7,True,False,,5.098089250518667,0.28222227096557617,,5.098089250518667,-21.0
3,sfc_cache_p3_6,True,False,,-7.330356172419627,0.47043609619140625,,-7.330356172419627,-10.0
3,sfc_cache_p2_7,True,False,,-2.16600960347092,0.5625360012054443,,-2.16600960347092,-6.0
3,sfc_unique_p2_7,True,False,,-4.12600960347092,0.563194751739502,,-4.12600960347092,-21.0
3,sfc_cache_p2_6,True,False,,-7.4039828776794945,0.6067137718200684,,-7.4039828776794945,-1.67
3,sfc_cache_p2_5,True,False,,-4.839048886611304,0.6511156558990479,,-4.839048886611304,-6.0
3,sfc_unique_p2_5,True,False,,-2.5490488866113044,0.6510415077209473,,-2.5490488866113044,-21.0
