crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771024205.9089293,2,10,0,10,0,37.2244,37.2927,45.45,0.1029
1,1771024238.7428477,2,19,0,19,0,37.3785,37.3640,67.86,0.1870
2,1771024244.758189,2,6,0,6,0,36.5714,36.8025,18.75,0.2311
3,1771024259.9389224,2,10,0,10,0,37.1467,37.6933,27.78,0.3904
4,1771024334.237724,2,2,0,2,0,38.1687,37.9208,5.88,-0.2479
5,1771024420.9193714,2,10,0,10,0,33.0598,37.7637,29.41,0.8031
6,1771024451.7996216,2,22,0,22,0,37.1989,37.6318,45.83,0.4081
7,1771024470.119556,2,17,0,17,0,37.3268,37.9773,53.12,0.6338
8,1771024479.2887177,2,7,0,7,0,31.2367,37.4666,18.42,0.7984
9,1771024556.0989385,2,11,0,11,0,36.8106,37.3913,26.19,0.5806
10,1771024577.4187043,2,6,0,6,0,36.8290,37.1448,13.04,-0.0199
11,1771024776.3281639,2,7,0,7,0,27.0774,38.9965,19.44,1.0881
12,1771024818.0176919,2,2,2,0,0,38.4544,37.8107,5.56,-0.6437
13,1771024885.5480156,2,6,0,6,0,39.5060,38.8823,12.50,-0.6237
14,1771024897.3303366,2,19,0,19,0,37.4581,38.0460,41.30,0.5464
15,1771024914.159722,2,19,0,19,0,38.1669,38.7359,43.18,0.5105
16,1771024924.9786448,2,7,0,7,0,26.8823,38.3528,18.42,0.7394
17,1771025048.2287068,2,15,0,15,0,36.9880,37.8760,32.61,0.8880
18,1771025114.287982,2,7,0,7,0,26.7076,38.1897,16.67,0.7990
