crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1771099097.2032547,2,3,0,0,3,13.5831,0.0000,30.00,0.0000
1,1771099140.8726134,2,2,0,0,2,14.2817,0.0000,7.14,0.0000
2,1771099199.3138044,2,7,0,7,0,13.5195,13.5958,15.91,0.8197
3,1771099297.3034856,2,10,0,10,0,14.4394,14.8422,21.74,0.2960
4,1771099311.4079347,2,36,0,0,36,14.5086,13.0628,600.00,0.0000
5,1771099330.9320443,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
6,1771099435.2225473,2,1,0,0,1,14.7329,0.0000,3.33,0.0000
7,1771099443.5142405,2,8,0,8,0,14.5336,14.3520,22.22,-0.0810
8,1771099499.6829004,2,4,0,4,0,14.5083,15.0404,10.53,0.5367
9,1771099621.884441,2,10,0,0,10,15.0681,0.0000,41.67,0.0000
10,1771099730.4468234,2,30,0,0,30,15.0282,14.0242,500.00,-0.6989
11,1771099771.5126219,2,1,0,0,1,14.2254,0.0000,3.12,0.0000
12,1771099897.963205,2,3,0,0,3,15.0486,0.0000,8.33,0.0000
13,1771099900.2654302,2,9,0,0,9,15.7334,0.0000,34.62,0.0000
14,1771099902.4968781,2,42,0,0,42,15.0206,0.0000,0.00,0.0000
15,1771099942.7823718,2,2,0,0,2,13.9278,0.0000,5.88,0.0000
16,1771099984.3820598,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1771100001.2964919,2,19,0,0,19,15.0106,14.4460,316.67,0.2352
18,1771100016.4022863,2,1,0,0,1,15.1352,0.0000,4.17,0.0000
19,1771100020.4643776,2,24,0,0,24,15.0536,0.0000,0.00,0.0000
