crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769797091.496231,2,7,6,1,0,2.9540,0.0000,11.67,0.0000
