crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769797095.2237868,2,1,1,0,0,23.4582,0.0000,1.85,0.0000
