timestamp,2,5,6,8,9,14,18,23,25,28,33,34
1755097859.93224,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1755097859.9325836,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1755097860.6727667,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1755097860.6730273,0.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1755097861.3275192,0.00,0.00,33.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1755097861.3277647,0.00,0.00,33.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1755097862.203984,33.00,0.00,33.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1755097862.2043798,33.00,0.00,33.00,0.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1755097886.1873024,33.00,0.00,33.00,33.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1755097886.1877456,33.00,0.00,33.00,33.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00
1755097887.2025406,33.00,0.00,33.00,33.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,33.00
1755097887.2029617,33.00,0.00,33.00,33.00,33.00,0.00,33.00,0.00,0.00,0.00,0.00,33.00
1755097888.1766129,33.00,0.00,33.00,33.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,33.00
1755097888.1770422,33.00,0.00,33.00,33.00,66.00,0.00,33.00,0.00,0.00,0.00,0.00,33.00
1755097889.2095792,33.00,0.00,33.00,33.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,33.00
1755097889.2100332,33.00,0.00,33.00,33.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,33.00
1755097905.8929763,33.00,0.00,33.00,66.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,33.00
1755097905.8932588,33.00,0.00,33.00,66.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,33.00
1755097906.7489896,66.00,0.00,33.00,66.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,33.00
1755097906.7492301,66.00,0.00,33.00,66.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,33.00
1755097907.526202,66.00,0.00,33.00,66.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,66.00
1755097907.5264506,66.00,0.00,33.00,66.00,66.00,0.00,33.00,0.00,0.00,33.00,0.00,66.00
1755097908.2262247,66.00,0.00,33.00,66.00,66.00,0.00,66.00,0.00,0.00,33.00,0.00,66.00
1755097908.2264607,66.00,0.00,33.00,66.00,66.00,0.00,66.00,0.00,0.00,33.00,0.00,66.00
1755097929.2285683,66.00,33.00,33.00,66.00,66.00,0.00,66.00,0.00,0.00,33.00,0.00,66.00
1755097929.229009,66.00,33.00,33.00,66.00,66.00,0.00,66.00,0.00,0.00,33.00,0.00,66.00
1755097930.2561789,66.00,33.00,66.00,66.00,66.00,0.00,66.00,0.00,0.00,33.00,0.00,66.00
1755097930.2566097,66.00,33.00,66.00,66.00,66.00,0.00,66.00,0.00,0.00,33.00,0.00,66.00
1755097930.9781806,66.00,33.00,66.00,66.00,66.00,0.00,66.00,0.00,33.00,33.00,0.00,66.00
1755097930.9784176,66.00,33.00,66.00,66.00,66.00,0.00,66.00,0.00,33.00,33.00,0.00,66.00
1755097931.6284716,66.00,33.00,66.00,66.00,66.00,0.00,66.00,33.00,33.00,33.00,0.00,66.00
1755097931.6287134,66.00,33.00,66.00,66.00,66.00,0.00,66.00,33.00,33.00,33.00,0.00,66.00
1755097945.9570289,66.00,33.00,66.00,99.00,66.00,0.00,66.00,33.00,33.00,33.00,0.00,66.00
1755097945.957262,66.00,33.00,66.00,99.00,66.00,0.00,66.00,33.00,33.00,33.00,0.00,66.00
1755097946.785981,66.00,33.00,66.00,99.00,66.00,33.00,66.00,33.00,33.00,33.00,0.00,66.00
1755097946.7862244,66.00,33.00,66.00,99.00,66.00,33.00,66.00,33.00,33.00,33.00,0.00,66.00
1755097947.432476,66.00,33.00,33.00,99.00,33.00,66.00,33.00,33.00,33.00,33.00,0.00,66.00
1755097947.4329069,66.00,33.00,33.00,99.00,33.00,66.00,33.00,33.00,33.00,33.00,0.00,66.00
1755097948.0878227,66.00,33.00,33.00,99.00,33.00,66.00,33.00,33.00,33.00,66.00,0.00,66.00
