crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437182.344095,2,0,0,0,0
1,1769437194.5841324,2,0,0,0,0
2,1769437201.8240087,2,0,0,0,0
3,1769437223.1641326,2,14,14,0,0
4,1769437341.8641787,2,20,20,0,0
5,1769437352.5442028,2,20,18,2,0
6,1769437380.9145312,2,19,19,0,0
7,1769437393.1641786,2,16,16,0,0
8,1769437401.0442646,2,28,28,0,0
9,1769437457.8940866,2,12,11,1,0
10,1769437467.7342844,2,23,23,0,0
11,1769437488.2041984,2,16,16,0,0
12,1769437559.7451634,2,20,20,0,0
13,1769437631.646183,2,18,18,0,0
14,1769437633.130064,2,13,13,0,0
15,1769437726.180586,2,16,16,0,0
16,1769437731.2241902,2,27,27,0,0
17,1769437751.8141189,2,19,19,0,0
18,1769437770.7742348,2,21,21,0,0
19,1769437784.784232,2,16,16,0,0
20,1769437828.694131,2,12,10,2,0
21,1769437833.7541513,2,16,15,1,0
22,1769437837.3742378,2,25,25,0,0
23,1769437852.4442425,2,22,22,0,0
24,1769437867.2442126,2,19,19,0,0
25,1769437875.5542827,2,21,21,0,0
26,1769437888.3493998,2,6,6,0,0
27,1769437903.2342446,2,11,8,3,0
28,1769437904.1080897,2,11,9,2,0
29,1769437917.5641367,2,15,15,0,0
30,1769437918.5118866,2,27,27,0,0
31,1769437939.5741675,2,11,10,1,0
32,1769438018.894285,2,16,16,0,0
33,1769438022.66418,2,16,16,0,0
34,1769438024.1143045,2,19,19,0,0
35,1769438025.175924,2,17,17,0,0
36,1769438040.40406,2,1,1,0,0
37,1769438065.874261,2,14,13,1,0
38,1769438124.5942116,2,19,19,0,0
