crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437157.8777077,2,0,0,0,0
1,1769437180.5777488,2,0,0,0,0
2,1769437198.7277255,2,0,0,0,0
3,1769437226.6277275,2,0,0,0,0
4,1769437249.4977198,2,1,1,0,0
5,1769437251.1577516,2,1,1,0,0
6,1769437276.3177514,2,0,0,0,0
7,1769437308.1477327,2,0,0,0,0
8,1769437311.817842,2,1,1,0,0
9,1769437398.4914696,2,0,0,0,0
10,1769437422.8879683,2,0,0,0,0
11,1769437495.6079042,2,2,2,0,0
12,1769437529.7477229,2,0,0,0,0
13,1769437533.644618,2,1,1,0,0
14,1769437558.117812,2,0,0,0,0
15,1769437561.5277398,2,0,0,0,0
16,1769437584.1978567,2,3,3,0,0
17,1769437603.6677854,2,2,2,0,0
18,1769437608.3999083,2,1,1,0,0
19,1769437624.6741662,2,0,0,0,0
20,1769437636.0077567,2,0,0,0,0
21,1769437688.3378568,2,1,1,0,0
22,1769437696.4477513,2,1,1,0,0
23,1769437703.8095832,2,2,2,0,0
24,1769437733.4877555,2,0,0,0,0
25,1769437743.2177358,2,0,0,0,0
26,1769437754.8280811,2,1,1,0,0
27,1769437763.037692,2,0,0,0,0
28,1769437801.5078945,2,1,1,0,0
29,1769437824.6532133,2,1,1,0,0
30,1769437837.2277539,2,1,1,0,0
31,1769437860.2377715,2,1,1,0,0
32,1769437870.7943227,2,2,2,0,0
33,1769437882.517757,2,2,2,0,0
34,1769437971.2077463,2,1,1,0,0
35,1769437973.746194,2,3,3,0,0
36,1769437996.6377347,2,1,1,0,0
37,1769438018.6877596,2,0,0,0,0
38,1769438031.7877398,2,0,0,0,0
39,1769438100.7876966,2,0,0,0,0
