crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769444094.3986616,2,7,7,0,0
1,1769444098.5186377,2,2,0,2,0
2,1769444112.7586198,2,1,1,0,0
3,1769444123.2386227,2,1,1,0,0
4,1769444156.9586954,2,13,13,0,0
5,1769444158.4686608,2,11,11,0,0
6,1769444161.238697,2,6,6,0,0
7,1769444287.8086472,2,7,7,0,0
8,1769444298.208661,2,8,8,0,0
9,1769444300.078688,2,10,10,0,0
10,1769444314.0786748,2,8,8,0,0
11,1769444336.4986637,2,8,8,0,0
12,1769444392.3786654,2,9,9,0,0
13,1769444399.068671,2,7,7,0,0
14,1769444442.2186444,2,5,3,2,0
15,1769444457.648663,2,5,5,0,0
16,1769444467.6386836,2,10,10,0,0
17,1769444495.4086845,2,12,12,0,0
18,1769444510.0486734,2,10,10,0,0
19,1769444539.0087078,2,13,13,0,0
20,1769444576.318679,2,9,9,0,0
21,1769444612.5457337,2,8,8,0,0
22,1769444625.6587207,2,10,10,0,0
23,1769444643.6886618,2,6,6,0,0
24,1769444664.8086715,2,8,8,0,0
25,1769444709.534719,2,12,12,0,0
26,1769444723.0086732,2,7,7,0,0
27,1769444723.308631,2,11,11,0,0
28,1769444729.9886007,2,11,11,0,0
29,1769444737.5486789,2,10,10,0,0
30,1769444875.4186406,2,7,7,0,0
31,1769444877.7833576,2,8,8,0,0
32,1769444884.1886945,2,17,17,0,0
33,1769444907.6886635,2,7,7,0,0
34,1769444927.3986409,2,9,9,0,0
35,1769444931.0587,2,12,12,0,0
36,1769444939.068717,2,13,13,0,0
37,1769444951.5786371,2,3,2,1,0
38,1769444984.8086638,2,5,5,0,0
39,1769444989.188697,2,11,11,0,0
