crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437229.3882258,2,9,2,7,0
1,1769437263.3482778,2,18,18,0,0
2,1769437274.5582364,2,14,14,0,0
3,1769437328.148415,2,23,23,0,0
4,1769437339.128384,2,19,19,0,0
5,1769437347.5983214,2,23,23,0,0
6,1769437348.3382478,2,27,27,0,0
7,1769437372.568269,2,15,15,0,0
8,1769437396.0882807,2,18,18,0,0
9,1769437403.7483056,2,19,19,0,0
10,1769437407.8784559,2,16,16,0,0
11,1769437415.1183827,2,18,18,0,0
12,1769437421.7981431,2,0,0,0,0
13,1769437430.6982937,2,6,4,1,1
14,1769437449.5182133,2,11,8,3,0
15,1769437452.9582644,2,13,13,0,0
16,1769437455.228347,2,11,11,0,0
17,1769437488.4482498,2,14,14,0,0
18,1769437573.0683045,2,16,16,0,0
19,1769437574.4884286,2,21,21,0,0
20,1769437580.408493,2,23,23,0,0
21,1769437587.3883102,2,20,20,0,0
22,1769437599.3183222,2,5,2,0,3
23,1769437602.898213,2,5,3,0,2
24,1769437608.1583285,2,17,17,0,0
25,1769437624.4794095,2,15,15,0,0
26,1769437635.7482467,2,13,13,0,0
27,1769437711.2281957,2,16,16,0,0
28,1769437714.0182598,2,24,24,0,0
29,1769437805.318363,2,25,25,0,0
30,1769437877.5483243,2,17,16,1,0
31,1769437903.7984166,2,18,18,0,0
32,1769437911.6883013,2,20,20,0,0
33,1769437912.7382698,2,16,16,0,0
34,1769438056.5683484,2,25,25,0,0
35,1769438070.0483189,2,17,17,0,0
36,1769438083.5809696,2,17,17,0,0
37,1769438104.96835,2,25,25,0,0
38,1769438111.2353258,2,15,15,0,0
39,1769438132.0083132,2,21,21,0,0
