crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769443165.7961538,2,0,0,0,0
1,1769443239.49613,2,0,0,0,0
2,1769443282.36612,2,0,0,0,0
3,1769443327.5661259,2,1,1,0,0
4,1769443348.5661259,2,2,2,0,0
5,1769443395.4461331,2,1,1,0,0
6,1769443411.1161232,2,2,2,0,0
7,1769443470.6761289,2,2,2,0,0
8,1769443475.0361516,2,3,3,0,0
9,1769443503.0961337,2,1,1,0,0
10,1769443526.6360645,2,0,0,0,0
11,1769443540.6114106,2,0,0,0,0
12,1769443543.1461422,2,0,0,0,0
13,1769443544.2761195,2,1,1,0,0
14,1769443556.19608,2,2,2,0,0
15,1769443587.0761104,2,0,0,0,0
16,1769443592.9761198,2,1,1,0,0
17,1769443653.6561334,2,2,2,0,0
18,1769443655.6061513,2,1,1,0,0
19,1769443658.6961148,2,0,0,0,0
20,1769443698.7661395,2,0,0,0,0
21,1769443720.126113,2,0,0,0,0
22,1769443728.7561166,2,0,0,0,0
23,1769443747.2561405,2,1,1,0,0
24,1769443751.6261375,2,0,0,0,0
25,1769443766.3961327,2,1,1,0,0
26,1769443771.0461173,2,0,0,0,0
27,1769443802.7361097,2,0,0,0,0
28,1769443809.786131,2,2,2,0,0
29,1769443816.8060865,2,0,0,0,0
30,1769443826.8960989,2,3,3,0,0
31,1769443837.3561442,2,1,1,0,0
32,1769443841.436117,2,0,0,0,0
33,1769443855.476116,2,0,0,0,0
34,1769443861.266123,2,0,0,0,0
35,1769443901.7667325,2,1,1,0,0
36,1769443985.7861261,2,1,1,0,0
37,1769444030.5061338,2,3,3,0,0
38,1769444041.5661397,2,1,1,0,0
