crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769444123.4479482,2,7,7,0,0
1,1769444206.4371145,2,10,10,0,0
2,1769444226.6979337,2,6,6,0,0
3,1769444227.9079447,2,8,8,0,0
4,1769444241.497946,2,7,7,0,0
5,1769444274.388005,2,15,15,0,0
6,1769444294.9479458,2,7,7,0,0
7,1769444299.1379533,2,9,9,0,0
8,1769444302.2979717,2,9,9,0,0
9,1769444326.507902,2,1,1,0,0
10,1769444392.0279717,2,6,6,0,0
11,1769444400.3879426,2,5,5,0,0
12,1769444429.6679637,2,12,12,0,0
13,1769444455.3079572,2,11,11,0,0
14,1769444461.6679313,2,3,3,0,0
15,1769444469.6479733,2,11,11,0,0
16,1769444485.8279483,2,7,7,0,0
17,1769444526.7279825,2,18,18,0,0
18,1769444543.0656915,2,9,7,2,0
19,1769444545.9779801,2,12,12,0,0
20,1769444554.3279762,2,15,15,0,0
21,1769444584.077955,2,5,5,0,0
22,1769444586.6479423,2,5,5,0,0
23,1769444615.8179238,2,2,2,0,0
24,1769444628.5179405,2,6,6,0,0
25,1769444630.3779545,2,6,6,0,0
26,1769444656.8779235,2,2,2,0,0
27,1769444668.0579655,2,10,10,0,0
28,1769444674.3579564,2,5,5,0,0
29,1769444836.5979874,2,14,14,0,0
30,1769444841.187959,2,6,6,0,0
31,1769444841.5778995,2,9,9,0,0
32,1769444860.997945,2,5,5,0,0
33,1769444895.1779387,2,5,4,1,0
34,1769444969.3579307,2,2,2,0,0
35,1769444978.0580275,2,9,9,0,0
