crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437148.8373444,2,0,0,0,0
1,1769437157.1573226,2,0,0,0,0
2,1769437199.0473113,2,0,0,0,0
3,1769437237.3673177,2,0,0,0,0
4,1769437305.8674529,2,1,1,0,0
5,1769437315.9374218,2,0,0,0,0
6,1769437317.7074065,2,2,2,0,0
7,1769437329.9873228,2,0,0,0,0
8,1769437340.5573068,2,0,0,0,0
9,1769437349.656904,2,1,1,0,0
10,1769437366.217268,2,0,0,0,0
11,1769437400.4774544,2,1,1,0,0
12,1769437404.7172813,2,1,1,0,0
13,1769437408.374277,2,1,1,0,0
14,1769437408.4775639,2,0,0,0,0
15,1769437426.5573266,2,0,0,0,0
16,1769437430.6573162,2,0,0,0,0
17,1769437434.8373213,2,1,1,0,0
18,1769437439.447318,2,0,0,0,0
19,1769437463.3373313,2,0,0,0,0
20,1769437578.1472878,2,2,2,0,0
21,1769437581.1773136,2,0,0,0,0
22,1769437595.6399453,2,3,3,0,0
23,1769437630.5173328,2,0,0,0,0
24,1769437781.2546468,2,2,2,0,0
25,1769437794.1003165,2,2,2,0,0
26,1769437869.1773813,2,5,5,0,0
27,1769437871.2201803,2,2,2,0,0
28,1769437879.6173334,2,0,0,0,0
29,1769437887.9873416,2,1,1,0,0
30,1769437900.107341,2,1,1,0,0
31,1769437920.786183,2,0,0,0,0
32,1769437925.3173418,2,1,1,0,0
33,1769437970.0174615,2,1,1,0,0
34,1769437985.0895422,2,1,1,0,0
35,1769437995.987373,2,3,3,0,0
36,1769438036.4473433,2,1,1,0,0
37,1769438096.237378,2,3,3,0,0
38,1769438120.0973506,2,3,3,0,0
