crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769444081.6091318,2,0,0,0,0
1,1769444084.5190961,2,0,0,0,0
2,1769444102.9991105,2,0,0,0,0
3,1769444151.089082,2,0,0,0,0
4,1769444179.3491242,2,5,5,0,0
5,1769444191.4090788,2,4,3,1,0
6,1769444211.9190834,2,1,1,0,0
7,1769444218.499167,2,14,14,0,0
8,1769444223.339135,2,7,7,0,0
9,1769444241.9591467,2,10,10,0,0
10,1769444289.1991465,2,6,6,0,0
11,1769444352.9591434,2,8,8,0,0
12,1769444371.3991528,2,13,13,0,0
13,1769444375.739135,2,7,7,0,0
14,1769444383.7191422,2,10,10,0,0
15,1769444477.3891432,2,8,8,0,0
16,1769444502.7191463,2,7,7,0,0
17,1769444503.6490588,2,6,6,0,0
18,1769444504.1290932,2,3,3,0,0
19,1769444531.9091206,2,6,6,0,0
20,1769444541.6090972,2,1,1,0,0
21,1769444589.269119,2,6,2,4,0
22,1769444704.1591887,2,16,16,0,0
23,1769444718.419111,2,3,3,0,0
24,1769444721.6591117,2,2,2,0,0
25,1769444757.9791124,2,11,11,0,0
26,1769444768.3491309,2,8,8,0,0
27,1769444783.6891255,2,2,2,0,0
28,1769444806.169195,2,15,15,0,0
29,1769444837.049162,2,6,6,0,0
30,1769444840.249129,2,6,6,0,0
31,1769444871.2791147,2,2,2,0,0
32,1769444888.8291035,2,4,1,3,0
33,1769444909.8791625,2,14,14,0,0
34,1769444918.4891105,2,3,3,0,0
35,1769444919.379136,2,7,7,0,0
36,1769444952.2690923,2,0,0,0,0
37,1769444971.9691176,2,3,3,0,0
38,1769445031.139141,2,10,10,0,0
39,1769445051.9791093,2,4,3,0,1
