crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769445029.063916,2,0,0,0,0
1,1769445050.1539369,2,12,12,0,0
2,1769445058.7239048,2,3,0,0,3
3,1769445089.763937,2,12,12,0,0
4,1769445099.7439697,2,22,22,0,0
5,1769445101.674027,2,19,19,0,0
6,1769445111.5639913,2,19,19,0,0
7,1769445118.4939706,2,20,20,0,0
8,1769445140.483973,2,16,13,3,0
9,1769445153.9339564,2,15,15,0,0
10,1769445170.9439962,2,17,17,0,0
11,1769445180.0939734,2,18,18,0,0
12,1769445229.813967,2,16,16,0,0
13,1769445243.9039636,2,16,13,3,0
14,1769445291.974006,2,27,27,0,0
15,1769445298.2439084,2,15,15,0,0
16,1769445398.5940702,2,25,25,0,0
17,1769445410.7239914,2,21,21,0,0
18,1769445455.0440574,2,31,31,0,0
19,1769445459.8639896,2,16,16,0,0
20,1769445472.8934786,2,24,24,0,0
21,1769445487.1640077,2,26,26,0,0
22,1769445489.7239654,2,14,13,1,0
23,1769445495.3339784,2,21,21,0,0
24,1769445514.523993,2,16,16,0,0
25,1769445555.3839774,2,18,18,0,0
26,1769445578.053983,2,20,20,0,0
27,1769445584.3839424,2,10,6,4,0
28,1769445590.4640038,2,21,21,0,0
29,1769445614.893985,2,23,23,0,0
30,1769445660.7739944,2,24,24,0,0
31,1769445708.433966,2,8,8,0,0
32,1769445729.144032,2,31,31,0,0
33,1769445836.3640282,2,24,24,0,0
34,1769445852.01401,2,22,22,0,0
35,1769445866.2339938,2,22,22,0,0
36,1769445884.5239997,2,22,22,0,0
37,1769445913.4975395,2,19,19,0,0
38,1769445945.3640037,2,24,24,0,0
39,1769445992.773963,2,14,14,0,0
