crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769443064.1009939,2,0,0,0,0
1,1769443090.4809647,2,0,0,0,0
2,1769443127.2509453,2,0,0,0,0
3,1769443136.9309492,2,0,0,0,0
4,1769443144.2009587,2,0,0,0,0
5,1769443188.970937,2,0,0,0,0
6,1769443189.6309617,2,0,0,0,0
7,1769443235.8709822,2,3,3,0,0
8,1769443281.1209714,2,1,1,0,0
9,1769443281.1909962,2,0,0,0,0
10,1769443309.3709135,2,0,0,0,0
11,1769443352.0409577,2,1,1,0,0
12,1769443371.1216702,2,2,2,0,0
13,1769443505.860958,2,0,0,0,0
14,1769443560.1409793,2,2,2,0,0
15,1769443563.0110166,2,3,3,0,0
16,1769443569.6809711,2,2,2,0,0
17,1769443582.940953,2,0,0,0,0
18,1769443613.0409722,2,2,2,0,0
19,1769443646.6309965,2,2,2,0,0
20,1769443676.8009977,2,2,2,0,0
21,1769443682.9409723,2,1,1,0,0
22,1769443714.3309617,2,0,0,0,0
23,1769443721.0809574,2,0,0,0,0
24,1769443766.4409633,2,1,1,0,0
25,1769443784.0709713,2,1,1,0,0
26,1769443836.310969,2,1,1,0,0
27,1769443865.6009743,2,1,1,0,0
28,1769443867.7409923,2,1,1,0,0
29,1769443883.7109523,2,0,0,0,0
30,1769443891.1109757,2,0,0,0,0
31,1769443901.7409973,2,0,0,0,0
32,1769443946.5809839,2,3,3,0,0
33,1769443969.2609968,2,2,2,0,0
34,1769443975.430981,2,3,3,0,0
35,1769443986.5709867,2,3,3,0,0
36,1769443999.3609767,2,1,1,0,0
37,1769443999.4381075,2,0,0,0,0
