crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769444058.0714395,2,0,0,0,0
1,1769444068.9115038,2,0,0,0,0
2,1769444129.2114317,2,5,2,3,0
3,1769444134.871448,2,4,4,0,0
4,1769444139.3514454,2,9,9,0,0
5,1769444142.2714489,2,7,7,0,0
6,1769444209.3914683,2,4,4,0,0
7,1769444287.201459,2,7,7,0,0
8,1769444303.7214649,2,11,11,0,0
9,1769444322.0615048,2,15,15,0,0
10,1769444350.6815064,2,17,17,0,0
11,1769444354.38143,2,3,3,0,0
12,1769444462.2413988,2,10,10,0,0
13,1769444487.2314887,2,7,7,0,0
14,1769444487.4214153,2,6,6,0,0
15,1769444495.0514925,2,15,15,0,0
16,1769444499.0214725,2,8,8,0,0
17,1769444522.441459,2,6,5,1,0
18,1769444534.5614612,2,6,6,0,0
19,1769444567.80145,2,6,6,0,0
20,1769444577.6615064,2,12,12,0,0
21,1769444610.9214973,2,18,18,0,0
22,1769444611.4132895,2,4,4,0,0
23,1769444624.0314522,2,8,8,0,0
24,1769444670.7114668,2,11,11,0,0
25,1769444676.9914694,2,7,7,0,0
26,1769444698.691442,2,4,4,0,0
27,1769444735.4513798,2,1,1,0,0
28,1769444736.0114334,2,9,5,4,0
29,1769444785.9815004,2,10,10,0,0
30,1769444799.081463,2,7,7,0,0
31,1769444818.9714196,2,5,5,0,0
32,1769444919.9814434,2,3,2,1,0
33,1769444928.4414394,2,3,3,0,0
34,1769444945.891455,2,5,5,0,0
35,1769444954.9026885,2,11,11,0,0
36,1769444955.3172328,2,3,3,0,0
37,1769444956.7614298,2,2,2,0,0
38,1769445016.86152,2,9,9,0,0
