crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437170.540629,2,0,0,0,0
1,1769437215.0205476,2,0,0,0,0
2,1769437220.8905666,2,0,0,0,0
3,1769437232.9206944,2,2,2,0,0
4,1769437235.730526,2,0,0,0,0
5,1769437250.4305844,2,0,0,0,0
6,1769437274.9805832,2,0,0,0,0
7,1769437310.7405355,2,0,0,0,0
8,1769437332.3005483,2,0,0,0,0
9,1769437406.7307706,2,1,1,0,0
10,1769437455.8606262,2,3,3,0,0
11,1769437488.7206078,2,1,1,0,0
12,1769437517.440552,2,1,1,0,0
13,1769437560.8606033,2,0,0,0,0
14,1769437574.0205512,2,1,1,0,0
15,1769437575.8706982,2,1,1,0,0
16,1769437640.9906733,2,1,1,0,0
17,1769437654.4605875,2,0,0,0,0
18,1769437654.7305844,2,0,0,0,0
19,1769437655.5705907,2,1,1,0,0
20,1769437683.7606134,2,2,2,0,0
21,1769437705.214595,2,0,0,0,0
22,1769437737.3306916,2,3,3,0,0
23,1769437769.9105597,2,1,1,0,0
24,1769437787.7906246,2,1,1,0,0
25,1769437791.5205944,2,0,0,0,0
26,1769437816.8930151,2,0,0,0,0
27,1769437826.8205986,2,0,0,0,0
28,1769437854.8205934,2,0,0,0,0
29,1769437881.933887,2,0,0,0,0
30,1769437931.0407226,2,0,0,0,0
31,1769437963.040727,2,2,2,0,0
32,1769437991.9405801,2,0,0,0,0
33,1769438011.280612,2,1,1,0,0
34,1769438022.7011185,2,2,2,0,0
35,1769438031.1805727,2,1,1,0,0
36,1769438039.700578,2,0,0,0,0
37,1769438060.5406525,2,0,0,0,0
38,1769438065.70678,2,0,0,0,0
39,1769438117.3105774,2,1,1,0,0
