crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769443072.1389165,2,0,0,0,0
1,1769443074.0288901,2,0,0,0,0
2,1769443105.7288847,2,0,0,0,0
3,1769443109.2688801,2,0,0,0,0
4,1769443121.0888896,2,0,0,0,0
5,1769443191.6589315,2,2,2,0,0
6,1769443208.7389011,2,2,2,0,0
7,1769443372.568926,2,1,1,0,0
8,1769443410.7789109,2,1,1,0,0
9,1769443450.7189217,2,0,0,0,0
10,1769443452.178901,2,1,1,0,0
11,1769443497.628897,2,1,1,0,0
12,1769443504.6788864,2,0,0,0,0
13,1769443506.168894,2,1,1,0,0
14,1769443573.1988888,2,0,0,0,0
15,1769443588.6388988,2,1,1,0,0
16,1769443609.8989253,2,4,4,0,0
17,1769443610.188898,2,2,2,0,0
18,1769443644.0088875,2,0,0,0,0
19,1769443665.4188907,2,0,0,0,0
20,1769443685.25891,2,1,1,0,0
21,1769443715.4089134,2,0,0,0,0
22,1769443728.8188977,2,1,1,0,0
23,1769443732.1189127,2,1,1,0,0
24,1769443734.7188876,2,0,0,0,0
25,1769443786.2589884,2,0,0,0,0
26,1769443804.7789006,2,2,2,0,0
27,1769443807.5988915,2,1,1,0,0
28,1769443845.3588939,2,0,0,0,0
29,1769443849.2589037,2,0,0,0,0
30,1769443889.348888,2,1,1,0,0
31,1769443904.1489015,2,0,0,0,0
32,1769443910.6589067,2,2,2,0,0
33,1769443954.9589167,2,1,1,0,0
34,1769443970.7489007,2,0,0,0,0
35,1769443972.868901,2,2,2,0,0
36,1769443985.4288895,2,0,0,0,0
37,1769444006.6989033,2,1,1,0,0
38,1769444016.7088993,2,0,0,0,0
39,1769444017.9888933,2,1,1,0,0
