crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437206.7919376,2,5,1,4,0
1,1769437268.7421768,2,19,19,0,0
2,1769437286.5819561,2,16,12,4,0
3,1769437302.6821518,2,26,26,0,0
4,1769437314.2721057,2,21,21,0,0
5,1769437316.9520736,2,16,16,0,0
6,1769437319.5620985,2,19,19,0,0
7,1769437330.4519699,2,2,0,0,2
8,1769437336.3520083,2,7,7,0,0
9,1769437416.0721426,2,7,4,3,0
10,1769437463.134335,2,17,17,0,0
11,1769437526.5021741,2,28,28,0,0
12,1769437548.3521528,2,17,17,0,0
13,1769437601.3158293,2,29,29,0,0
14,1769437632.9221103,2,17,17,0,0
15,1769437638.202121,2,18,18,0,0
16,1769437676.5822504,2,8,7,1,0
17,1769437677.0135553,2,10,9,1,0
18,1769437696.0621135,2,21,21,0,0
19,1769437697.7829473,2,19,19,0,0
20,1769437703.272244,2,19,19,0,0
21,1769437705.6980534,2,18,18,0,0
22,1769437739.0321078,2,5,4,1,0
23,1769437825.451961,2,11,11,0,0
24,1769437834.0306633,2,17,17,0,0
25,1769437842.3821294,2,21,21,0,0
26,1769437845.835583,2,20,20,0,0
27,1769437865.1720715,2,15,15,0,0
28,1769437881.8020892,2,18,18,0,0
29,1769437913.7121184,2,16,16,0,0
30,1769437927.0920672,2,15,15,0,0
31,1769437941.461992,2,18,18,0,0
32,1769437949.072088,2,17,17,0,0
33,1769437992.112072,2,13,13,0,0
34,1769438000.9321282,2,22,22,0,0
35,1769438028.9020545,2,17,16,1,0
36,1769438086.852001,2,15,15,0,0
37,1769438107.7621636,2,23,23,0,0
38,1769438140.4620235,2,15,15,0,0
