crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437242.0352204,2,13,13,0,0
1,1769437254.3851652,2,16,16,0,0
2,1769437258.855146,2,15,15,0,0
3,1769437359.3752675,2,17,17,0,0
4,1769437394.425368,2,23,23,0,0
5,1769437395.6252575,2,14,14,0,0
6,1769437417.955324,2,23,23,0,0
7,1769437430.1854281,2,19,19,0,0
8,1769437434.6953952,2,27,27,0,0
9,1769437442.5854187,2,25,25,0,0
10,1769437445.2252703,2,20,20,0,0
11,1769437475.1652126,2,11,11,0,0
12,1769437484.7252953,2,14,14,0,0
13,1769437493.685699,2,16,16,0,0
14,1769437494.865273,2,19,19,0,0
15,1769437544.6353312,2,13,11,2,0
16,1769437546.3453553,2,16,16,0,0
17,1769437549.1253355,2,7,7,0,0
18,1769437595.345376,2,26,26,0,0
19,1769437643.085269,2,16,16,0,0
20,1769437649.7352695,2,17,17,0,0
21,1769437685.5054967,2,25,25,0,0
22,1769437687.2927027,2,25,24,1,0
23,1769437699.545231,2,12,12,0,0
24,1769437751.4552388,2,12,11,1,0
25,1769437785.7152517,2,13,10,3,0
26,1769437827.435239,2,11,11,0,0
27,1769437858.0853462,2,15,15,0,0
28,1769437877.9758587,2,21,21,0,0
29,1769437929.5753372,2,23,23,0,0
30,1769437952.5252957,2,21,21,0,0
31,1769437976.2752836,2,18,18,0,0
32,1769437982.3852286,2,13,13,0,0
33,1769437990.5752995,2,23,23,0,0
34,1769437999.8252506,2,9,9,0,0
35,1769438020.5851283,2,6,4,0,2
36,1769438029.5452476,2,22,22,0,0
37,1769438045.4252503,2,24,22,2,0
38,1769438049.5052629,2,17,17,0,0
39,1769438157.031138,2,17,17,0,0
