crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769437174.678799,2,0,0,0,0
1,1769437194.738785,2,0,0,0,0
2,1769437238.8688426,2,3,0,3,0
3,1769437243.4388192,2,4,4,0,0
4,1769437249.4299018,2,7,7,0,0
5,1769437290.3769753,2,9,9,0,0
6,1769437358.5388703,2,5,4,1,0
7,1769437369.9687765,2,1,1,0,0
8,1769437374.1488848,2,3,0,3,0
9,1769437415.718812,2,11,11,0,0
10,1769437418.4689538,2,8,8,0,0
11,1769437433.0889957,2,9,9,0,0
12,1769437447.3188784,2,8,8,0,0
13,1769437448.4688065,2,4,2,2,0
14,1769437458.608881,2,9,9,0,0
15,1769437468.3789752,2,2,1,1,0
16,1769437488.1688437,2,2,2,0,0
17,1769437499.7088807,2,8,8,0,0
18,1769437508.829016,2,16,16,0,0
19,1769437513.6392028,2,5,5,0,0
20,1769437528.6587646,2,7,7,0,0
21,1769437558.6588871,2,11,11,0,0
22,1769437689.7913976,2,1,1,0,0
23,1769437727.3089185,2,13,13,0,0
24,1769437740.3688889,2,9,9,0,0
25,1769437756.2836545,2,9,9,0,0
26,1769437780.689027,2,11,11,0,0
27,1769437786.9688883,2,16,16,0,0
28,1769437802.8088796,2,8,8,0,0
29,1769437911.8948958,2,10,10,0,0
30,1769437912.5635269,2,5,5,0,0
31,1769437937.3588688,2,8,8,0,0
32,1769437964.6589196,2,12,12,0,0
33,1769437972.2288437,2,16,16,0,0
34,1769437982.4788427,2,5,5,0,0
35,1769438004.5387995,2,3,3,0,0
36,1769438008.6189823,2,3,3,0,0
37,1769438024.1388974,2,3,3,0,0
38,1769438031.5788987,2,11,11,0,0
39,1769438105.5188751,2,11,11,0,0
