crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,high_risk_count,medium_risk_count,low_risk_count
0,1769443075.172917,2,0,0,0,0
1,1769443091.072888,2,0,0,0,0
2,1769443105.9428813,2,0,0,0,0
3,1769443134.6228855,2,0,0,0,0
4,1769443142.4828887,2,0,0,0,0
5,1769443158.6128871,2,0,0,0,0
6,1769443347.872884,2,0,0,0,0
7,1769443359.8829098,2,1,1,0,0
8,1769443414.972916,2,2,2,0,0
9,1769443471.1629577,2,1,1,0,0
10,1769443472.5029187,2,3,3,0,0
11,1769443493.0829298,2,0,0,0,0
12,1769443506.1029072,2,1,1,0,0
13,1769443558.6129086,2,1,1,0,0
14,1769443564.3128965,2,3,3,0,0
15,1769443565.0199714,2,0,0,0,0
16,1769443586.832899,2,1,1,0,0
17,1769443588.3328865,2,0,0,0,0
18,1769443594.0628664,2,0,0,0,0
19,1769443608.0828788,2,0,0,0,0
20,1769443613.472895,2,0,0,0,0
21,1769443644.1228473,2,0,0,0,0
22,1769443649.852924,2,1,1,0,0
23,1769443679.6929457,2,1,1,0,0
24,1769443687.4328423,2,0,0,0,0
25,1769443723.4028933,2,0,0,0,0
26,1769443781.5728936,2,0,0,0,0
27,1769443795.2329402,2,2,2,0,0
28,1769443800.9029245,2,2,2,0,0
29,1769443809.2029154,2,1,1,0,0
30,1769443813.8429058,2,0,0,0,0
31,1769443824.952888,2,0,0,0,0
32,1769443847.6528988,2,0,0,0,0
33,1769443874.6529074,2,1,1,0,0
34,1769443891.9129343,2,1,1,0,0
35,1769443894.0629075,2,1,1,0,0
36,1769443916.4728937,2,0,0,0,0
37,1769443965.4528813,2,0,0,0,0
38,1769444027.7829125,2,1,1,0,0
39,1769444040.7629054,2,1,1,0,0
