timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1771614414.140151;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;97.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.140971;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;97.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.164163;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;194.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.1648688;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;194.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.1876616;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;291.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.1883225;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;291.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.2113385;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614414.211967;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.1638062;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;684.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.1645122;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;684.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.1892586;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;899.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.1900365;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;899.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.2151515;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;899.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.2159252;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;899.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.2399933;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;1124.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614438.2407541;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;1124.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.1843715;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;454.67;97.00;97.00;97.00;0.00;0.00;1808.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.1848712;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;454.67;97.00;97.00;97.00;0.00;0.00;1808.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.19975;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;534.67;504.00;194.00;194.00;0.00;0.00;2118.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.20019;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;534.67;504.00;194.00;194.00;0.00;0.00;2118.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.214918;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;839.34;808.67;291.00;291.00;0.00;0.00;2268.68;0.00;0.00;320.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.2153728;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;839.34;808.67;291.00;291.00;0.00;0.00;2268.68;0.00;0.00;320.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.2304962;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;919.34;1065.67;388.00;388.00;0.00;0.00;2498.68;0.00;0.00;320.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614455.2309875;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;919.34;1065.67;388.00;388.00;0.00;0.00;2498.68;0.00;0.00;320.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1771614478.2246456;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;97.00;0.00;0.00;0.00;64.67;64.67;64.67;420.33;420.33;580.33;1149.34;1065.67;548.00;548.00;64.67;64.67;2761.01;0.00;0.00;320.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.225816;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;97.00;0.00;0.00;0.00;64.67;64.67;64.67;420.33;420.33;580.33;1149.34;1065.67;548.00;548.00;64.67;64.67;2761.01;0.00;0.00;320.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.2562163;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;194.00;0.00;0.00;0.00;64.67;64.67;64.67;517.33;517.33;677.33;1444.01;1225.67;548.00;548.00;64.67;64.67;3023.34;0.00;0.00;320.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.2573178;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;194.00;0.00;0.00;0.00;64.67;64.67;64.67;517.33;517.33;677.33;1444.01;1225.67;548.00;548.00;64.67;64.67;3023.34;0.00;0.00;320.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.2874033;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;291.00;0.00;0.00;0.00;64.67;64.67;64.67;614.33;614.33;774.33;1841.01;1225.67;548.00;548.00;64.67;64.67;3323.34;0.00;0.00;630.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.288563;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;291.00;0.00;0.00;0.00;64.67;64.67;64.67;614.33;614.33;774.33;1841.01;1225.67;548.00;548.00;64.67;64.67;3323.34;0.00;0.00;630.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.319267;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;0.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;871.33;2088.01;1385.67;548.00;548.00;64.67;64.67;3323.34;0.00;0.00;950.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614478.3204389;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;0.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;871.33;2088.01;1385.67;548.00;548.00;64.67;64.67;3323.34;0.00;0.00;950.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614498.384321;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;97.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;871.33;2485.01;1385.67;548.00;548.00;64.67;64.67;3623.34;0.00;0.00;1500.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614498.385704;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;97.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;871.33;2485.01;1385.67;548.00;548.00;64.67;64.67;3623.34;0.00;0.00;1500.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614498.418563;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;194.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;871.33;2882.01;1385.67;548.00;548.00;64.67;64.67;3923.34;0.00;0.00;1500.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614498.4199448;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;194.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;871.33;2882.01;1385.67;548.00;548.00;64.67;64.67;3923.34;0.00;0.00;1500.00;0.00;0.00;0.00;160.00;0.00;224.67;0.00;0.00
1771614498.4526372;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;291.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1181.33;3289.01;1385.67;548.00;548.00;64.67;64.67;4223.34;0.00;0.00;1660.00;0.00;0.00;0.00;470.00;0.00;224.67;0.00;0.00
1771614498.4539917;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;291.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1181.33;3289.01;1385.67;548.00;548.00;64.67;64.67;4223.34;0.00;0.00;1660.00;0.00;0.00;0.00;470.00;0.00;224.67;0.00;0.00
1771614498.4887557;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1181.33;3686.01;1385.67;548.00;548.00;64.67;64.67;4523.34;0.00;0.00;2200.00;0.00;0.00;0.00;470.00;0.00;224.67;0.00;0.00
1771614498.4902942;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1181.33;3686.01;1385.67;548.00;548.00;64.67;64.67;4523.34;0.00;0.00;2200.00;0.00;0.00;0.00;470.00;0.00;224.67;0.00;0.00
1771614520.28345;0.00;0.00;388.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1411.33;3766.01;1642.67;548.00;548.00;64.67;64.67;4673.34;0.00;150.00;2537.00;0.00;0.00;0.00;470.00;0.00;224.67;0.00;0.00
1771614520.2850313;0.00;0.00;388.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1411.33;3766.01;1642.67;548.00;548.00;64.67;64.67;4673.34;0.00;150.00;2537.00;0.00;0.00;0.00;470.00;0.00;224.67;0.00;0.00
1771614520.3205009;0.00;0.00;388.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1796.00;4300.68;2279.67;548.00;548.00;64.67;64.67;4823.34;0.00;150.00;2537.00;0.00;0.00;0.00;694.67;0.00;224.67;0.00;0.00
1771614520.3220153;0.00;0.00;388.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;711.33;711.33;1796.00;4300.68;2279.67;548.00;548.00;64.67;64.67;4823.34;0.00;150.00;2537.00;0.00;0.00;0.00;694.67;0.00;224.67;0.00;0.00
1771614520.3576608;0.00;0.00;388.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;871.33;871.33;2266.00;4620.68;2552.00;548.00;548.00;64.67;64.67;4973.34;0.00;150.00;2649.33;160.00;0.00;0.00;1004.67;0.00;224.67;0.00;0.00
1771614520.359324;0.00;0.00;388.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;871.33;871.33;2266.00;4620.68;2552.00;548.00;548.00;64.67;64.67;4973.34;0.00;150.00;2649.33;160.00;0.00;0.00;1004.67;0.00;224.67;0.00;0.00
1771614520.3957467;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;1031.33;1031.33;2710.67;4765.35;2696.67;548.00;548.00;64.67;64.67;5123.34;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614520.3973773;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;0.00;0.00;64.67;64.67;64.67;1031.33;1031.33;2710.67;4765.35;2696.67;548.00;548.00;64.67;64.67;5123.34;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3107703;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;97.00;0.00;64.67;64.67;64.67;643.33;643.33;2322.67;4862.35;2793.67;645.00;645.00;161.67;64.67;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3119843;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;97.00;0.00;64.67;64.67;64.67;643.33;643.33;2322.67;4862.35;2793.67;645.00;645.00;161.67;64.67;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3379781;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;194.00;0.00;64.67;64.67;64.67;643.33;643.33;2322.67;4959.35;2890.67;742.00;742.00;258.67;64.67;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3390636;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;194.00;0.00;64.67;64.67;64.67;643.33;643.33;2322.67;4959.35;2890.67;742.00;742.00;258.67;64.67;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3635817;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;291.00;0.00;129.34;129.34;129.34;708.00;708.00;2387.34;4991.68;2923.00;774.33;774.33;291.00;129.34;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3646598;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;291.00;0.00;129.34;129.34;129.34;708.00;708.00;2387.34;4991.68;2923.00;774.33;774.33;291.00;129.34;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3892992;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;226.34;226.34;226.34;805.00;805.00;2794.34;4991.68;2923.00;774.33;774.33;291.00;226.34;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614536.3903902;0.00;0.00;388.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;226.34;226.34;226.34;805.00;805.00;2794.34;4991.68;2923.00;774.33;774.33;291.00;226.34;4898.67;0.00;150.00;2649.33;320.00;0.00;0.00;1229.34;0.00;224.67;0.00;0.00
1771614557.3709474;0.00;0.00;388.00;97.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;371.01;371.01;371.01;1259.67;1489.67;3254.34;4991.68;3035.33;886.66;919.00;435.67;371.01;5048.67;0.00;150.00;2649.33;320.00;0.00;0.00;1454.01;0.00;224.67;0.00;0.00
1771614557.3737938;0.00;0.00;388.00;97.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;371.01;371.01;371.01;1259.67;1489.67;3254.34;4991.68;3035.33;886.66;919.00;435.67;371.01;5048.67;0.00;150.00;2649.33;320.00;0.00;0.00;1454.01;0.00;224.67;0.00;0.00
1771614557.610666;0.00;0.00;388.00;194.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;563.34;563.34;563.34;1442.00;1902.00;3666.67;4991.68;3035.33;886.66;1016.00;628.00;563.34;5048.67;0.00;150.00;2649.33;320.00;0.00;0.00;1454.01;0.00;224.67;0.00;0.00
1771614557.612742;0.00;0.00;388.00;194.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;563.34;563.34;563.34;1442.00;1902.00;3666.67;4991.68;3035.33;886.66;1016.00;628.00;563.34;5048.67;0.00;150.00;2649.33;320.00;0.00;0.00;1454.01;0.00;224.67;0.00;0.00
1771614557.6548522;0.00;0.00;388.00;291.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;948.01;948.01;948.01;1826.67;2276.67;4041.34;4991.68;3147.66;1468.99;1400.67;1012.67;948.01;5273.34;0.00;470.00;2649.33;320.00;0.00;0.00;1454.01;0.00;224.67;0.00;0.00
1771614557.6568692;0.00;0.00;388.00;291.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;948.01;948.01;948.01;1826.67;2276.67;4041.34;4991.68;3147.66;1468.99;1400.67;1012.67;948.01;5273.34;0.00;470.00;2649.33;320.00;0.00;0.00;1454.01;0.00;224.67;0.00;0.00
1771614557.6993659;0.00;0.00;388.00;388.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;388.00;388.00;388.00;0.00;1205.01;1275.01;1595.01;2351.34;2576.67;4341.34;4991.68;3147.66;1468.99;1657.67;1269.67;1205.01;5273.34;160.00;470.00;2649.33;320.00;0.00;0.00;1454.01;320.00;224.67;0.00;0.00
