timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1770814370.2428675;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;192.33;417.00;97.00;97.00;97.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;320.00;0.00;0.00;422.33;0.00;0.00;0.00
1770814370.243652;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;230.00;192.33;417.00;97.00;97.00;97.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;320.00;0.00;0.00;422.33;0.00;0.00;0.00
1770814370.2632334;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;620.00;582.33;497.00;129.33;129.33;129.33;129.33;64.67;64.67;64.67;160.00;0.00;0.00;0.00;0.00;694.67;432.33;0.00;0.00;722.33;0.00;224.67;0.00
1770814370.2638383;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;620.00;582.33;497.00;129.33;129.33;129.33;129.33;64.67;64.67;64.67;160.00;0.00;0.00;0.00;0.00;694.67;432.33;0.00;0.00;722.33;0.00;224.67;0.00
1770814370.2835531;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;400.00;860.00;972.33;887.00;359.33;129.33;129.33;129.33;161.67;161.67;161.67;400.00;0.00;0.00;0.00;0.00;1174.67;432.33;0.00;0.00;872.33;0.00;561.67;0.00
1770814370.2841485;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;400.00;860.00;972.33;887.00;359.33;129.33;129.33;129.33;161.67;161.67;161.67;400.00;0.00;0.00;0.00;0.00;1174.67;432.33;0.00;0.00;872.33;0.00;561.67;0.00
1770814370.3044083;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;1010.00;972.33;887.00;519.33;194.00;194.00;194.00;194.00;194.00;194.00;480.00;0.00;0.00;0.00;0.00;1174.67;592.33;0.00;0.00;1022.33;0.00;674.00;0.00
1770814370.3050344;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;1010.00;972.33;887.00;519.33;194.00;194.00;194.00;194.00;194.00;194.00;480.00;0.00;0.00;0.00;0.00;1174.67;592.33;0.00;0.00;1022.33;0.00;674.00;0.00
1770814395.26884;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;790.00;1090.00;1004.66;1111.67;839.33;194.00;194.00;194.00;194.00;194.00;194.00;480.00;0.00;0.00;0.00;0.00;1324.67;817.00;0.00;0.00;1134.66;0.00;674.00;310.00
1770814395.2696023;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;790.00;1090.00;1004.66;1111.67;839.33;194.00;194.00;194.00;194.00;194.00;194.00;480.00;0.00;0.00;0.00;0.00;1324.67;817.00;0.00;0.00;1134.66;0.00;674.00;310.00
1770814395.2922797;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;790.00;1090.00;1154.66;1384.00;999.33;194.00;194.00;194.00;194.00;194.00;194.00;480.00;0.00;0.00;0.00;0.00;1549.34;929.33;0.00;160.00;1284.66;0.00;674.00;310.00
1770814395.2930214;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;790.00;1090.00;1154.66;1384.00;999.33;194.00;194.00;194.00;194.00;194.00;194.00;480.00;0.00;0.00;0.00;0.00;1549.34;929.33;0.00;160.00;1284.66;0.00;674.00;310.00
1770814395.315866;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1212.33;1282.33;1346.99;1608.67;999.33;194.00;194.00;194.00;194.00;194.00;194.00;592.33;0.00;0.00;0.00;0.00;1549.34;929.33;0.00;160.00;1284.66;0.00;786.33;780.00
1770814395.3166072;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1212.33;1282.33;1346.99;1608.67;999.33;194.00;194.00;194.00;194.00;194.00;194.00;592.33;0.00;0.00;0.00;0.00;1549.34;929.33;0.00;160.00;1284.66;0.00;786.33;780.00
1770814395.339235;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1362.33;1362.33;1426.99;2041.00;1319.33;194.00;194.00;194.00;194.00;194.00;194.00;592.33;0.00;0.00;0.00;0.00;1699.34;929.33;0.00;480.00;1284.66;0.00;786.33;930.00
1770814395.3399851;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1362.33;1362.33;1426.99;2041.00;1319.33;194.00;194.00;194.00;194.00;194.00;194.00;592.33;0.00;0.00;0.00;0.00;1699.34;929.33;0.00;480.00;1284.66;0.00;786.33;930.00
1770814400.861558;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;512.33;624.66;1048.67;129.33;129.33;129.33;129.33;64.67;64.67;64.67;272.33;0.00;0.00;0.00;0.00;234.67;759.33;0.00;0.00;0.00;0.00;337.00;0.00
1770814400.862275;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;512.33;624.66;1048.67;129.33;129.33;129.33;129.33;64.67;64.67;64.67;272.33;0.00;0.00;0.00;0.00;234.67;759.33;0.00;0.00;0.00;0.00;337.00;0.00
1770814400.8832467;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;422.33;769.33;721.66;1145.67;226.33;226.33;226.33;226.33;64.67;64.67;64.67;432.33;0.00;0.00;0.00;0.00;234.67;759.33;224.67;0.00;0.00;0.00;497.00;262.33
1770814400.883921;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;422.33;769.33;721.66;1145.67;226.33;226.33;226.33;226.33;64.67;64.67;64.67;432.33;0.00;0.00;0.00;0.00;234.67;759.33;224.67;0.00;0.00;0.00;497.00;262.33
1770814400.9054372;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;572.33;1159.33;961.66;1145.67;226.33;226.33;226.33;226.33;64.67;64.67;64.67;432.33;0.00;0.00;0.00;0.00;571.67;759.33;534.67;0.00;150.00;0.00;497.00;412.33
1770814400.9061213;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;572.33;1159.33;961.66;1145.67;226.33;226.33;226.33;226.33;64.67;64.67;64.67;432.33;0.00;0.00;0.00;0.00;571.67;759.33;534.67;0.00;150.00;0.00;497.00;412.33
1770814400.9272623;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;787.00;1304.00;1106.33;1305.67;226.33;226.33;226.33;226.33;64.67;64.67;289.34;657.00;0.00;0.00;0.00;0.00;684.00;759.33;534.67;0.00;150.00;224.67;497.00;712.33
