timestamp,2,5,6,8,9,14,18,23,25,28,33,34
1755089200.7248719,5.00,0.00,0.00,0.00,13.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00
1755089200.725211,5.00,0.00,0.00,0.00,13.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00
1755089200.7386558,10.00,0.00,0.00,0.00,22.00,0.00,21.67,0.00,0.00,0.00,0.00,0.00
1755089200.738875,10.00,0.00,0.00,0.00,22.00,0.00,21.67,0.00,0.00,0.00,0.00,0.00
1755089200.7528272,15.00,0.00,0.00,0.00,31.00,0.00,30.34,0.00,0.00,0.00,0.00,0.00
1755089200.753038,15.00,0.00,0.00,0.00,31.00,0.00,30.34,0.00,0.00,0.00,0.00,0.00
1755089200.767671,20.00,0.00,0.00,0.00,40.00,0.00,39.01,0.00,0.00,0.00,0.00,0.00
1755089200.767887,20.00,0.00,0.00,0.00,40.00,0.00,39.01,0.00,0.00,0.00,0.00,0.00
1755089222.725978,20.00,0.00,0.00,0.00,53.00,0.00,52.01,5.00,0.00,0.00,0.00,0.00
1755089222.7264125,20.00,0.00,0.00,0.00,53.00,0.00,52.01,5.00,0.00,0.00,0.00,0.00
1755089222.7491887,20.00,0.00,0.00,0.00,62.00,0.00,60.68,10.00,0.00,0.00,0.00,0.00
1755089222.7495341,20.00,0.00,0.00,0.00,62.00,0.00,60.68,10.00,0.00,0.00,0.00,0.00
1755089222.770872,20.00,0.00,0.00,0.00,71.00,0.00,69.35,15.00,0.00,0.00,0.00,0.00
1755089222.7712076,20.00,0.00,0.00,0.00,71.00,0.00,69.35,15.00,0.00,0.00,0.00,0.00
1755089222.7972078,20.00,0.00,0.00,0.00,80.00,0.00,78.02,20.00,0.00,0.00,0.00,0.00
1755089222.7975564,20.00,0.00,0.00,0.00,80.00,0.00,78.02,20.00,0.00,0.00,0.00,0.00
1755089246.7331939,25.00,0.00,0.00,0.00,93.00,0.00,91.02,20.00,0.00,0.00,0.00,0.00
1755089246.7336056,25.00,0.00,0.00,0.00,93.00,0.00,91.02,20.00,0.00,0.00,0.00,0.00
1755089246.7602973,33.67,0.00,0.00,0.00,97.33,0.00,96.02,20.00,0.00,0.00,0.00,13.00
1755089246.7606728,33.67,0.00,0.00,0.00,97.33,0.00,96.02,20.00,0.00,0.00,0.00,13.00
1755089246.7831597,41.33,0.00,9.00,0.00,97.33,0.00,97.69,20.00,0.00,0.00,8.67,13.00
1755089246.7835371,41.33,0.00,9.00,0.00,97.33,0.00,97.69,20.00,0.00,0.00,8.67,13.00
1755089246.806299,44.66,0.00,18.00,0.00,97.33,0.00,99.36,20.00,0.00,0.00,17.34,13.00
1755089246.8067029,44.66,0.00,18.00,0.00,97.33,0.00,99.36,20.00,0.00,0.00,17.34,13.00
1755089263.7426424,52.32,0.00,27.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,26.01,17.00
1755089263.7430685,52.32,0.00,27.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,26.01,17.00
1755089263.7672222,57.32,0.00,40.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,39.01,17.00
1755089263.7675776,57.32,0.00,40.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,39.01,17.00
1755089263.782845,62.32,0.00,49.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,47.68,17.00
1755089263.783039,62.32,0.00,49.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,47.68,17.00
1755089263.8429453,67.32,0.00,58.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,56.35,17.00
1755089263.8432145,67.32,0.00,58.00,0.00,99.00,0.00,99.36,20.00,0.00,0.00,56.35,17.00
1755089267.3398154,75.99,0.00,58.00,0.00,94.33,0.00,95.69,15.00,0.00,0.00,56.35,30.00
1755089267.3402116,75.99,0.00,58.00,0.00,94.33,0.00,95.69,15.00,0.00,0.00,56.35,30.00
1755089272.342512,75.99,4.33,58.00,0.00,94.33,0.00,99.69,15.00,0.00,0.00,56.35,30.00
1755089272.3429158,75.99,4.33,58.00,0.00,94.33,0.00,99.69,15.00,0.00,0.00,56.35,30.00
1755089277.3457015,75.99,4.33,58.00,0.00,85.33,0.00,91.02,10.00,0.00,0.00,56.35,30.00
1755089277.3461025,75.99,4.33,58.00,0.00,85.33,0.00,91.02,10.00,0.00,0.00,56.35,30.00
1755089277.3703535,75.99,4.33,58.00,0.00,94.33,0.00,99.69,15.00,0.00,0.00,56.35,30.00
1755089277.3707008,75.99,4.33,58.00,0.00,94.33,0.00,99.69,15.00,0.00,0.00,56.35,30.00
1755089287.7644238,80.99,4.33,67.00,0.00,98.66,0.00,99.69,15.00,0.00,0.00,69.02,30.00
1755089287.7648413,80.99,4.33,67.00,0.00,98.66,0.00,99.69,15.00,0.00,0.00,69.02,30.00
1755089287.7929704,85.99,13.33,71.00,0.00,98.66,0.00,99.69,23.67,0.00,0.00,73.35,30.00
1755089287.7933435,85.99,13.33,71.00,0.00,98.66,0.00,99.69,23.67,0.00,0.00,73.35,30.00
1755089287.8123574,85.99,13.33,71.00,0.00,98.66,0.00,99.69,23.67,0.00,0.00,73.35,30.00
1755089287.81258,85.99,13.33,71.00,0.00,98.66,0.00,99.69,23.67,0.00,0.00,73.35,30.00
1755089287.8290892,85.99,13.33,71.00,0.00,98.66,0.00,99.69,23.67,0.00,0.00,73.35,30.00
1755089287.8292918,85.99,13.33,71.00,0.00,98.66,0.00,99.69,23.67,0.00,0.00,73.35,30.00
1755089302.361533,85.99,13.33,71.00,13.00,89.66,5.00,91.02,18.67,0.00,0.00,86.35,30.00
1755089302.3619945,85.99,13.33,71.00,13.00,89.66,5.00,91.02,18.67,0.00,0.00,86.35,30.00
1755089304.7709246,85.99,13.33,71.00,13.00,89.66,18.00,91.02,18.67,0.00,5.00,99.35,30.00
1755089304.771346,85.99,13.33,71.00,13.00,89.66,18.00,91.02,18.67,0.00,5.00,99.35,30.00
1755089304.7966766,85.99,13.33,71.00,26.00,89.66,26.67,91.02,18.67,0.00,10.00,99.35,30.00
1755089304.7970278,85.99,13.33,71.00,26.00,89.66,26.67,91.02,18.67,0.00,10.00,99.35,30.00
1755089304.82275,85.99,13.33,71.00,35.00,89.66,35.34,91.02,18.67,0.00,15.00,99.35,30.00
1755089304.8257709,85.99,13.33,71.00,35.00,89.66,35.34,91.02,18.67,0.00,15.00,99.35,30.00
1755089304.8526359,85.99,13.33,71.00,44.00,89.66,44.01,91.02,18.67,0.00,20.00,99.35,30.00
1755089304.8529878,85.99,13.33,71.00,44.00,89.66,44.01,91.02,18.67,0.00,20.00,99.35,30.00
1755089318.7785587,75.99,13.33,84.00,57.00,71.66,49.01,73.68,18.67,0.00,20.00,99.35,30.00
1755089318.7789829,75.99,13.33,84.00,57.00,71.66,49.01,73.68,18.67,0.00,20.00,99.35,30.00
1755089318.8043141,75.99,13.33,84.00,70.00,71.66,62.01,73.68,18.67,0.00,25.00,99.35,30.00
1755089318.8046803,75.99,13.33,84.00,70.00,71.66,62.01,73.68,18.67,0.00,25.00,99.35,30.00
1755089318.831435,75.99,13.33,84.00,79.00,71.66,70.68,73.68,18.67,0.00,30.00,99.35,30.00
1755089318.8317862,75.99,13.33,84.00,79.00,71.66,70.68,73.68,18.67,0.00,30.00,99.35,30.00
